,RATE A,RATE B,RATE C,Total
06/05/2018 12.00,,,62.33,62.33
06/05/2018 12.15,,,65.04,65.04
06/05/2018 12.30,,,62.53,62.53
06/05/2018 12.45,,,60.54,60.54
06/05/2018 13.00,,,58.85,58.85
06/05/2018 13.15,,,65.11,65.11
06/05/2018 13.30,,,63.29,63.29
06/05/2018 13.45,,,66.33,66.33
06/05/2018 14.00,,,66.79,66.79
06/05/2018 14.15,,,74.27,74.27
06/05/2018 14.30,,,79.06,79.06
06/05/2018 14.45,,,71.09,71.09
06/05/2018 15.00,,,72,72
06/05/2018 15.15,,,65.69,65.69
06/05/2018 15.30,,,62.59,62.59
06/05/2018 15.45,,,68.29,68.29
06/05/2018 16.00,,,62.61,62.61
06/05/2018 16.15,,,59.03,59.03
06/05/2018 16.30,,,61.88,61.88
06/05/2018 16.45,,,64.8,64.8
06/05/2018 17.00,,,67.22,67.22
06/05/2018 17.15,,,71.5,71.5
06/05/2018 17.30,,,74.72,74.72
06/05/2018 17.45,,,75.59,75.59
06/05/2018 18.00,,,78.12,78.12
06/05/2018 18.15,,,79.93,79.93
06/05/2018 18.30,,,85.41,85.41
06/05/2018 18.45,,,87.74,87.74
06/05/2018 19.00,,,88.66,88.66
06/05/2018 19.15,,,89.49,89.49
06/05/2018 19.30,,,98.74,98.74
06/05/2018 19.45,,,97.8,97.8
06/05/2018 20.00,,,99.91,99.91
06/05/2018 20.15,,,103.49,103.49
06/05/2018 20.30,,,102.91,102.91
06/05/2018 20.45,,,109.59,109.59
06/05/2018 21.00,,,110.51,110.51
06/05/2018 21.15,,,114.99,114.99
06/05/2018 21.30,,,119.62,119.62
06/05/2018 21.45,,,126.41,126.41
06/05/2018 22.00,,,130.77,130.77
06/05/2018 22.15,,,134.3,134.3
06/05/2018 22.30,,,140.93,140.93
06/05/2018 22.45,,,147.46,147.46
06/05/2018 23.00,,,147.97,147.97
06/05/2018 23.15,,,153.15,153.15
06/05/2018 23.30,,,157.78,157.78
06/05/2018 23.45,,,162.78,162.78
06/05/2018 24.00,,,164.26,164.26
07/05/2018 00.15,,171.23,,171.23
07/05/2018 00.30,,174.41,,174.41
07/05/2018 00.45,,177.46,,177.46
07/05/2018 01.00,,178.18,,178.18
07/05/2018 01.15,,179.84,,179.84
07/05/2018 01.30,,175.76,,175.76
07/05/2018 01.45,,172.17,,172.17
07/05/2018 02.00,,174.04,,174.04
07/05/2018 02.15,,171.26,,171.26
07/05/2018 02.30,,168.07,,168.07
07/05/2018 02.45,,166.31,,166.31
07/05/2018 03.00,,163.02,,163.02
07/05/2018 03.15,,159.67,,159.67
07/05/2018 03.30,,157.01,,157.01
07/05/2018 03.45,,153.14,,153.14
07/05/2018 04.00,,150.28,,150.28
07/05/2018 04.15,,150.18,,150.18
07/05/2018 04.30,,146.54,,146.54
07/05/2018 04.45,,146.18,,146.18
07/05/2018 05.00,,143.54,,143.54
07/05/2018 05.15,,143.7,,143.7
07/05/2018 05.30,,143.07,,143.07
07/05/2018 05.45,,141.02,,141.02
07/05/2018 06.00,,135.46,,135.46
07/05/2018 06.15,,130.04,,130.04
07/05/2018 06.30,,126.96,,126.96
07/05/2018 06.45,,123.99,,123.99
07/05/2018 07.00,,125.83,,125.83
07/05/2018 07.15,,123.69,,123.69
07/05/2018 07.30,,125.86,,125.86
07/05/2018 07.45,,123.99,,123.99
07/05/2018 08.00,,124.02,,124.02
07/05/2018 08.15,,122.64,,122.64
07/05/2018 08.30,,125.85,,125.85
07/05/2018 08.45,,121.9,,121.9
07/05/2018 09.00,,117.57,,117.57
07/05/2018 09.15,108.19,,,108.19
07/05/2018 09.30,102.57,,,102.57
07/05/2018 09.45,95.77,,,95.77
07/05/2018 10.00,93.03,,,93.03
07/05/2018 10.15,88.67,,,88.67
07/05/2018 10.30,86.11,,,86.11
