,RATE A,RATE B,RATE C,Total
 01/12/2018 00.15,,,116.8,116.8
 01/12/2018 00.30,,,119.86,119.86
 01/12/2018 00.45,,,126.86,126.86
 01/12/2018 01.00,,,125.48,125.48
 01/12/2018 01.15,,,124.93,124.93
 01/12/2018 01.30,,,124.51,124.51
 01/12/2018 01.45,,,122.33,122.33
 01/12/2018 02.00,,,123.14,123.14
 01/12/2018 02.15,,,122.73,122.73
 01/12/2018 02.30,,,119.85,119.85
 01/12/2018 02.45,,,114.93,114.93
 01/12/2018 03.00,,,117.2,117.2
 01/12/2018 03.15,,,113.99,113.99
 01/12/2018 03.30,,,114.01,114.01
 01/12/2018 03.45,,,108.57,108.57
 01/12/2018 04.00,,,107.56,107.56
 01/12/2018 04.15,,,105.41,105.41
 01/12/2018 04.30,,,100.3,100.3
 01/12/2018 04.45,,,98.91,98.91
 01/12/2018 05.00,,,97.2,97.2
 01/12/2018 05.15,,,97.2,97.2
 01/12/2018 05.30,,,97.2,97.2
 01/12/2018 05.45,,,95.25,95.25
 01/12/2018 06.00,,,94.27,94.27
 01/12/2018 06.15,,,91.77,91.77
 01/12/2018 06.30,,,87.51,87.51
 01/12/2018 06.45,,,85.98,85.98
 01/12/2018 07.00,,,84.35,84.35
 01/12/2018 07.15,,,82.58,82.58
 01/12/2018 07.30,,,79.51,79.51
 01/12/2018 07.45,,,80.77,80.77
 01/12/2018 08.00,,,83.08,83.08
 01/12/2018 08.15,,,66.22,66.22
 01/12/2018 08.30,,,66.08,66.08
 01/12/2018 08.45,,,67.27,67.27
 01/12/2018 09.00,,,63.19,63.19
 01/12/2018 09.15,,,60.37,60.37
 01/12/2018 09.30,,,59.61,59.61
 01/12/2018 09.45,,,56.88,56.88
 01/12/2018 10.00,,,56.85,56.85
 01/12/2018 10.15,,,57.19,57.19
 01/12/2018 10.30,,,54.46,54.46
 01/12/2018 10.45,,,52.32,52.32
 01/12/2018 11.00,,,53.84,53.84
 01/12/2018 11.15,,,54.17,54.17
 01/12/2018 11.30,,,56.77,56.77
 01/12/2018 11.45,,,52.69,52.69
 01/12/2018 12.00,,,53.95,53.95
 01/12/2018 12.15,,,49.35,49.35
 01/12/2018 12.30,,,50.74,50.74
 01/12/2018 12.45,,,51.93,51.93
 01/12/2018 13.00,,,51.9,51.9
 01/12/2018 13.15,,,54.74,54.74
 01/12/2018 13.30,,,46.92,46.92
 01/12/2018 13.45,,,45.09,45.09
 01/12/2018 14.00,,,46.19,46.19
 01/12/2018 14.15,,,49.71,49.71
 01/12/2018 14.30,,,48.72,48.72
 01/12/2018 14.45,,,46,46
 01/12/2018 15.00,,,46.08,46.08
 01/12/2018 15.15,,,45.03,45.03
 01/12/2018 15.30,,,44.46,44.46
 01/12/2018 15.45,,,43.16,43.16
 01/12/2018 16.00,,,43.96,43.96
 01/12/2018 16.15,,,43.9,43.9
 01/12/2018 16.30,,,44.3,44.3
 01/12/2018 16.45,,,46.82,46.82
 01/12/2018 17.00,,,47.17,47.17
 01/12/2018 17.15,,,47.08,47.08
 01/12/2018 17.30,,,45.87,45.87
 01/12/2018 17.45,,,47.06,47.06
 01/12/2018 18.00,,,49.05,49.05
 01/12/2018 18.15,,,51.11,51.11
 01/12/2018 18.30,,,52.3,52.3
 01/12/2018 18.45,,,53.06,53.06
 01/12/2018 19.00,,,53.51,53.51
 01/12/2018 19.15,,,51.67,51.67
 01/12/2018 19.30,,,55.03,55.03
