,RATE A,RATE B,RATE C,Total
04/10/2018 20.15,112.44,,,112.44
04/10/2018 20.30,117.9,,,117.9
04/10/2018 20.45,117.3,,,117.3
04/10/2018 21.00,116.96,,,116.96
04/10/2018 21.15,118.88,,,118.88
04/10/2018 21.30,121.17,,,121.17
04/10/2018 21.45,124.1,,,124.1
04/10/2018 22.00,124.12,,,124.12
04/10/2018 22.15,,131.31,,131.31
04/10/2018 22.30,,136.52,,136.52
04/10/2018 22.45,,136.67,,136.67
04/10/2018 23.00,,137.23,,137.23
04/10/2018 23.15,,141.06,,141.06
04/10/2018 23.30,,145.68,,145.68
04/10/2018 23.45,,147.15,,147.15
04/10/2018 24.00,,149.52,,149.52
05/10/2018 00.15,,151.99,,151.99
05/10/2018 00.30,,155.12,,155.12
05/10/2018 00.45,,154.55,,154.55
05/10/2018 01.00,,155.36,,155.36
05/10/2018 01.15,,153.68,,153.68
05/10/2018 01.30,,154.28,,154.28
05/10/2018 01.45,,153.18,,153.18
05/10/2018 02.00,,150.97,,150.97
05/10/2018 02.15,,150.1,,150.1
05/10/2018 02.30,,145.23,,145.23
05/10/2018 02.45,,147.35,,147.35
05/10/2018 03.00,,142.62,,142.62
05/10/2018 03.15,,139.15,,139.15
05/10/2018 03.30,,138.67,,138.67
05/10/2018 03.45,,135.14,,135.14
05/10/2018 04.00,,133.89,,133.89
05/10/2018 04.15,,130.86,,130.86
05/10/2018 04.30,,130.78,,130.78
05/10/2018 04.45,,126.75,,126.75
05/10/2018 05.00,,124.8,,124.8
05/10/2018 05.15,,121.86,,121.86
05/10/2018 05.30,,122.38,,122.38
05/10/2018 05.45,,122.64,,122.64
05/10/2018 06.00,,120.22,,120.22
05/10/2018 06.15,,118.33,,118.33
05/10/2018 06.30,,116.61,,116.61
05/10/2018 06.45,,113.38,,113.38
05/10/2018 07.00,,114.09,,114.09
05/10/2018 07.15,,114.62,,114.62
05/10/2018 07.30,,119.61,,119.61
05/10/2018 07.45,,112.27,,112.27
05/10/2018 08.00,,115.75,,115.75
05/10/2018 08.15,,112.46,,112.46
05/10/2018 08.30,,111.11,,111.11
05/10/2018 08.45,,106.98,,106.98
05/10/2018 09.00,,107.88,,107.88
05/10/2018 09.15,100.7,,,100.7
05/10/2018 09.30,100.46,,,100.46
05/10/2018 09.45,98.77,,,98.77
05/10/2018 10.00,96.67,,,96.67
05/10/2018 10.15,98.57,,,98.57
05/10/2018 10.30,87.04,,,87.04
05/10/2018 10.45,90.46,,,90.46
05/10/2018 11.00,91.49,,,91.49
05/10/2018 11.15,87.35,,,87.35
05/10/2018 11.30,91.9,,,91.9
05/10/2018 11.45,84.74,,,84.74
05/10/2018 12.00,78.49,,,78.49
05/10/2018 12.15,81.83,,,81.83
05/10/2018 12.30,81.9,,,81.9
05/10/2018 12.45,85.99,,,85.99
05/10/2018 13.00,84.33,,,84.33
05/10/2018 13.15,85.69,,,85.69
05/10/2018 13.30,93.56,,,93.56
05/10/2018 13.45,90.78,,,90.78
05/10/2018 14.00,94.06,,,94.06
05/10/2018 14.15,88.22,,,88.22
05/10/2018 14.30,87.09,,,87.09
05/10/2018 14.45,89.66,,,89.66
05/10/2018 15.00,95.91,,,95.91
05/10/2018 15.15,96.27,,,96.27
05/10/2018 15.30,93.67,,,93.67
05/10/2018 15.45,93.49,,,93.49
05/10/2018 16.00,101.77,,,101.77
05/10/2018 16.15,103.15,,,103.15
05/10/2018 16.30,91.51,,,91.51
05/10/2018 16.45,81.45,,,81.45
05/10/2018 17.00,80.87,,,80.87
05/10/2018 17.15,83.48,,,83.48
05/10/2018 17.30,82.61,,,82.61
05/10/2018 17.45,82.51,,,82.51
05/10/2018 18.00,84.61,,,84.61
05/10/2018 18.15,88.09,,,88.09
05/10/2018 18.30,89.61,,,89.61
05/10/2018 18.45,89.46,,,89.46
05/10/2018 19.00,88.67,,,88.67
05/10/2018 19.15,89.14,,,89.14
05/10/2018 19.30,86.38,,,86.38
05/10/2018 19.45,88.32,,,88.32
05/10/2018 20.00,88.95,,,88.95
05/10/2018 20.15,91.75,,,91.75
05/10/2018 20.30,94.75,,,94.75
05/10/2018 20.45,98.01,,,98.01
05/10/2018 21.00,97.25,,,97.25
05/10/2018 21.15,93.14,,,93.14
05/10/2018 21.30,97.11,,,97.11
05/10/2018 21.45,97.59,,,97.59
05/10/2018 22.00,99.48,,,99.48
05/10/2018 22.15,,103.07,,103.07
05/10/2018 22.30,,108.14,,108.14
05/10/2018 22.45,,108.78,,108.78
05/10/2018 23.00,,105.36,,105.36
05/10/2018 23.15,,107.96,,107.96
05/10/2018 23.30,,109.64,,109.64
05/10/2018 23.45,,109.11,,109.11
05/10/2018 24.00,,116.12,,116.12
06/10/2018 00.15,,,116.72,116.72
06/10/2018 00.30,,,117.3,117.3
06/10/2018 00.45,,,119.17,119.17
06/10/2018 01.00,,,122.81,122.81
06/10/2018 01.15,,,121.4,121.4
06/10/2018 01.30,,,122.83,122.83
06/10/2018 01.45,,,121.73,121.73
06/10/2018 02.00,,,119.35,119.35
06/10/2018 02.15,,,120.83,120.83
06/10/2018 02.30,,,118.32,118.32
06/10/2018 02.45,,,114.36,114.36
06/10/2018 03.00,,,115.88,115.88
06/10/2018 03.15,,,111.88,111.88
06/10/2018 03.30,,,112.73,112.73
06/10/2018 03.45,,,110.09,110.09
06/10/2018 04.00,,,107.49,107.49
06/10/2018 04.15,,,109.41,109.41
06/10/2018 04.30,,,108.01,108.01
06/10/2018 04.45,,,104.61,104.61
06/10/2018 05.00,,,105.78,105.78
06/10/2018 05.15,,,105.14,105.14
06/10/2018 05.30,,,106.17,106.17
06/10/2018 05.45,,,106.44,106.44
06/10/2018 06.00,,,103.49,103.49
06/10/2018 06.15,,,100.09,100.09
06/10/2018 06.30,,,96.7,96.7
06/10/2018 06.45,,,94.59,94.59
06/10/2018 07.00,,,95.14,95.14
06/10/2018 07.15,,,96.12,96.12
06/10/2018 07.30,,,96.36,96.36
06/10/2018 07.45,,,95.53,95.53
06/10/2018 08.00,,,91.62,91.62
06/10/2018 08.15,,,91.19,91.19
06/10/2018 08.30,,,91.83,91.83
06/10/2018 08.45,,,87.08,87.08
06/10/2018 09.00,,,88.19,88.19
06/10/2018 09.15,,,86.53,86.53
06/10/2018 09.30,,,86.82,86.82
06/10/2018 09.45,,,81.29,81.29
06/10/2018 10.00,,,78.53,78.53
06/10/2018 10.15,,,83.61,83.61
06/10/2018 10.30,,,81.01,81.01
06/10/2018 10.45,,,76.17,76.17
06/10/2018 11.00,,,74.46,74.46
06/10/2018 11.15,,,74.88,74.88
06/10/2018 11.30,,,77.67,77.67
06/10/2018 11.45,,,71.51,71.51
06/10/2018 12.00,,,73.82,73.82
06/10/2018 12.15,,,82.8,82.8
06/10/2018 12.30,,,75.09,75.09
06/10/2018 12.45,,,74.08,74.08
06/10/2018 13.00,,,78.24,78.24
06/10/2018 13.15,,,76.4,76.4
06/10/2018 13.30,,,70.24,70.24
06/10/2018 13.45,,,65.03,65.03
06/10/2018 14.00,,,64.22,64.22
06/10/2018 14.15,,,61.98,61.98
06/10/2018 14.30,,,67.43,67.43
06/10/2018 14.45,,,72.59,72.59
06/10/2018 15.00,,,69.67,69.67
06/10/2018 15.15,,,71.06,71.06
06/10/2018 15.30,,,72.51,72.51
06/10/2018 15.45,,,68.62,68.62
06/10/2018 16.00,,,75.62,75.62
06/10/2018 16.15,,,71.9,71.9
06/10/2018 16.30,,,73.72,73.72
06/10/2018 16.45,,,75.11,75.11
06/10/2018 17.00,,,77.4,77.4
06/10/2018 17.15,,,75.79,75.79
06/10/2018 17.30,,,74.43,74.43
06/10/2018 17.45,,,77.29,77.29
06/10/2018 18.00,,,80.49,80.49
06/10/2018 18.15,,,81.85,81.85
06/10/2018 18.30,,,81.62,81.62
06/10/2018 18.45,,,82.66,82.66
06/10/2018 19.00,,,81.85,81.85
06/10/2018 19.15,,,79.64,79.64
06/10/2018 19.30,,,82.03,82.03
06/10/2018 19.45,,,83.48,83.48
06/10/2018 20.00,,,86.56,86.56
06/10/2018 20.15,,,88.75,88.75
06/10/2018 20.30,,,94.51,94.51
06/10/2018 20.45,,,95.33,95.33
06/10/2018 21.00,,,100.14,100.14
06/10/2018 21.15,,,101.45,101.45
06/10/2018 21.30,,,99.51,99.51
06/10/2018 21.45,,,100.24,100.24
06/10/2018 22.00,,,106.99,106.99
06/10/2018 22.15,,,109.46,109.46
06/10/2018 22.30,,,107.41,107.41
06/10/2018 22.45,,,106.15,106.15
06/10/2018 23.00,,,106.36,106.36
06/10/2018 23.15,,,106.28,106.28
06/10/2018 23.30,,,110.44,110.44
06/10/2018 23.45,,,115.19,115.19
06/10/2018 24.00,,,115.56,115.56
