,RATE A,RATE B,RATE C,Total
01/07/2018 00.15,,,68.59,68.59
01/07/2018 00.30,,,70.14,70.14
01/07/2018 00.45,,,70.54,70.54
01/07/2018 01.00,,,71.32,71.32
01/07/2018 01.15,,,70.5,70.5
01/07/2018 01.30,,,70.77,70.77
01/07/2018 01.45,,,70.09,70.09
01/07/2018 02.00,,,69.69,69.69
01/07/2018 02.15,,,69.87,69.87
01/07/2018 02.30,,,70.88,70.88
01/07/2018 02.45,,,69.43,69.43
01/07/2018 03.00,,,69.51,69.51
01/07/2018 03.15,,,69,69
01/07/2018 03.30,,,68.98,68.98
01/07/2018 03.45,,,68.24,68.24
01/07/2018 04.00,,,67.83,67.83
01/07/2018 04.15,,,66.85,66.85
01/07/2018 04.30,,,65.69,65.69
01/07/2018 04.45,,,65.9,65.9
01/07/2018 05.00,,,65.72,65.72
01/07/2018 05.15,,,68,68
01/07/2018 05.30,,,66.71,66.71
01/07/2018 05.45,,,65.92,65.92
01/07/2018 06.00,,,65.35,65.35
01/07/2018 06.15,,,62.01,62.01
01/07/2018 06.30,,,61.4,61.4
01/07/2018 06.45,,,60.03,60.03
01/07/2018 07.00,,,60.87,60.87
01/07/2018 07.15,,,59.51,59.51
01/07/2018 07.30,,,58.53,58.53
01/07/2018 07.45,,,59.29,59.29
01/07/2018 08.00,,,57.82,57.82
01/07/2018 08.15,,,58.32,58.32
01/07/2018 08.30,,,59.82,59.82
01/07/2018 08.45,,,59.22,59.22
01/07/2018 09.00,,,58.54,58.54
01/07/2018 09.15,,,56.93,56.93
01/07/2018 09.30,,,58.75,58.75
01/07/2018 09.45,,,56.09,56.09
01/07/2018 10.00,,,54.71,54.71
01/07/2018 10.15,,,55.06,55.06
01/07/2018 10.30,,,52.93,52.93
01/07/2018 10.45,,,54.25,54.25
01/07/2018 11.00,,,55.03,55.03
01/07/2018 11.15,,,51.66,51.66
01/07/2018 11.30,,,51.63,51.63
01/07/2018 11.45,,,51.74,51.74
01/07/2018 12.00,,,52.85,52.85
01/07/2018 12.15,,,47.43,47.43
01/07/2018 12.30,,,49.8,49.8
01/07/2018 12.45,,,50.13,50.13
01/07/2018 13.00,,,50.43,50.43
01/07/2018 13.15,,,49.25,49.25
01/07/2018 13.30,,,50.96,50.96
01/07/2018 13.45,,,48.32,48.32
01/07/2018 14.00,,,51.25,51.25
01/07/2018 14.15,,,53.38,53.38
01/07/2018 14.30,,,53.51,53.51
01/07/2018 14.45,,,51.45,51.45
01/07/2018 15.00,,,54.42,54.42
01/07/2018 15.15,,,55.4,55.4
01/07/2018 15.30,,,56.54,56.54
01/07/2018 15.45,,,59.33,59.33
01/07/2018 16.00,,,60.93,60.93
01/07/2018 16.15,,,63.69,63.69
01/07/2018 16.30,,,63.58,63.58
01/07/2018 16.45,,,63.06,63.06
01/07/2018 17.00,,,64.32,64.32
01/07/2018 17.15,,,70.48,70.48
01/07/2018 17.30,,,71.87,71.87
01/07/2018 17.45,,,72.12,72.12
01/07/2018 18.00,,,71.38,71.38
01/07/2018 18.15,,,70.38,70.38
01/07/2018 18.30,,,72.5,72.5
01/07/2018 18.45,,,76.56,76.56
01/07/2018 19.00,,,73.98,73.98
01/07/2018 19.15,,,74.22,74.22
01/07/2018 19.30,,,74,74
01/07/2018 19.45,,,71.59,71.59
01/07/2018 20.00,,,69.32,69.32
01/07/2018 20.15,,,70,70
01/07/2018 20.30,,,70.79,70.79
01/07/2018 20.45,,,72.17,72.17
01/07/2018 21.00,,,74.98,74.98
01/07/2018 21.15,,,76.17,76.17
01/07/2018 21.30,,,80.08,80.08
01/07/2018 21.45,,,80.66,80.66
01/07/2018 22.00,,,84.67,84.67
01/07/2018 22.15,,,85.14,85.14
01/07/2018 22.30,,,85.24,85.24
01/07/2018 22.45,,,85.61,85.61
01/07/2018 23.00,,,87.96,87.96
01/07/2018 23.15,,,86.56,86.56
01/07/2018 23.30,,,86.72,86.72
01/07/2018 23.45,,,88.33,88.33
01/07/2018 24.00,,,92.51,92.51
02/07/2018 00.15,,90.87,,90.87
02/07/2018 00.30,,92.57,,92.57
02/07/2018 00.45,,92.43,,92.43
02/07/2018 01.00,,90.67,,90.67
02/07/2018 01.15,,89.78,,89.78
02/07/2018 01.30,,89.19,,89.19
02/07/2018 01.45,,87.98,,87.98
02/07/2018 02.00,,86.16,,86.16
02/07/2018 02.15,,85.96,,85.96
02/07/2018 02.30,,85.9,,85.9
02/07/2018 02.45,,87.95,,87.95
02/07/2018 03.00,,87.09,,87.09
02/07/2018 03.15,,85.91,,85.91
02/07/2018 03.30,,85.83,,85.83
02/07/2018 03.45,,83.28,,83.28
02/07/2018 04.00,,82.67,,82.67
02/07/2018 04.15,,82.45,,82.45
02/07/2018 04.30,,81.33,,81.33
02/07/2018 04.45,,79.61,,79.61
02/07/2018 05.00,,79.2,,79.2
02/07/2018 05.15,,81.67,,81.67
02/07/2018 05.30,,80.2,,80.2
02/07/2018 05.45,,79.35,,79.35
02/07/2018 06.00,,77.2,,77.2
02/07/2018 06.15,,76.12,,76.12
02/07/2018 06.30,,76.03,,76.03
02/07/2018 06.45,,75.5,,75.5
02/07/2018 07.00,,77.51,,77.51
02/07/2018 07.15,,76.17,,76.17
02/07/2018 07.30,,74.72,,74.72
02/07/2018 07.45,,72.37,,72.37
02/07/2018 08.00,,71.67,,71.67
02/07/2018 08.15,,72.95,,72.95
02/07/2018 08.30,,74.19,,74.19
02/07/2018 08.45,,75.33,,75.33
02/07/2018 09.00,,73.56,,73.56
02/07/2018 09.15,65.82,,,65.82
02/07/2018 09.30,64.95,,,64.95
02/07/2018 09.45,65.66,,,65.66
02/07/2018 10.00,63.48,,,63.48
02/07/2018 10.15,61.35,,,61.35
02/07/2018 10.30,60.17,,,60.17
02/07/2018 10.45,60.04,,,60.04
02/07/2018 11.00,61.9,,,61.9
02/07/2018 11.15,58.93,,,58.93
02/07/2018 11.30,57.5,,,57.5
02/07/2018 11.45,65.3,,,65.3
02/07/2018 12.00,60.87,,,60.87
02/07/2018 12.15,67,,,67
02/07/2018 12.30,65.56,,,65.56
02/07/2018 12.45,67.12,,,67.12
02/07/2018 13.00,64.29,,,64.29
02/07/2018 13.15,61.5,,,61.5
02/07/2018 13.30,64.43,,,64.43
02/07/2018 13.45,65.01,,,65.01
02/07/2018 14.00,63.48,,,63.48
02/07/2018 14.15,65.19,,,65.19
02/07/2018 14.30,66.4,,,66.4
02/07/2018 14.45,60.56,,,60.56
02/07/2018 15.00,58.13,,,58.13
02/07/2018 15.15,60.5,,,60.5
02/07/2018 15.30,62.83,,,62.83
02/07/2018 15.45,66.88,,,66.88
02/07/2018 16.00,67.43,,,67.43
02/07/2018 16.15,68.77,,,68.77
02/07/2018 16.30,64.67,,,64.67
02/07/2018 16.45,65.51,,,65.51
02/07/2018 17.00,67.27,,,67.27
02/07/2018 17.15,74.37,,,74.37
02/07/2018 17.30,72.9,,,72.9
02/07/2018 17.45,73.69,,,73.69
02/07/2018 18.00,74.66,,,74.66
02/07/2018 18.15,76.12,,,76.12
02/07/2018 18.30,76.46,,,76.46
02/07/2018 18.45,73.29,,,73.29
02/07/2018 19.00,73.33,,,73.33
02/07/2018 19.15,71.01,,,71.01
02/07/2018 19.30,71.88,,,71.88
02/07/2018 19.45,71.91,,,71.91
02/07/2018 20.00,72.17,,,72.17
02/07/2018 20.15,74.58,,,74.58
02/07/2018 20.30,75.38,,,75.38
02/07/2018 20.45,76.66,,,76.66
02/07/2018 21.00,78.16,,,78.16
02/07/2018 21.15,78.12,,,78.12
02/07/2018 21.30,79.99,,,79.99
02/07/2018 21.45,81.37,,,81.37
02/07/2018 22.00,83.38,,,83.38
02/07/2018 22.15,,85.56,,85.56
02/07/2018 22.30,,84.82,,84.82
02/07/2018 22.45,,81.56,,81.56
02/07/2018 23.00,,81.11,,81.11
02/07/2018 23.15,,80.8,,80.8
02/07/2018 23.30,,83.16,,83.16
02/07/2018 23.45,,85.7,,85.7
02/07/2018 24.00,,89.48,,89.48
03/07/2018 00.15,,88.59,,88.59
03/07/2018 00.30,,90.51,,90.51
03/07/2018 00.45,,91.03,,91.03
03/07/2018 01.00,,90.61,,90.61
03/07/2018 01.15,,89.99,,89.99
03/07/2018 01.30,,86.98,,86.98
03/07/2018 01.45,,88.78,,88.78
03/07/2018 02.00,,89.74,,89.74
03/07/2018 02.15,,88.3,,88.3
03/07/2018 02.30,,87.2,,87.2
03/07/2018 02.45,,85.35,,85.35
03/07/2018 03.00,,86.82,,86.82
03/07/2018 03.15,,85.54,,85.54
03/07/2018 03.30,,84.11,,84.11
03/07/2018 03.45,,84.24,,84.24
03/07/2018 04.00,,83.77,,83.77
03/07/2018 04.15,,82.33,,82.33
03/07/2018 04.30,,82.19,,82.19
03/07/2018 04.45,,80.2,,80.2
03/07/2018 05.00,,78.32,,78.32
03/07/2018 05.15,,80.04,,80.04
03/07/2018 05.30,,80.49,,80.49
03/07/2018 05.45,,80.66,,80.66
03/07/2018 06.00,,78.72,,78.72
03/07/2018 06.15,,76.87,,76.87
03/07/2018 06.30,,74.14,,74.14
03/07/2018 06.45,,72.12,,72.12
03/07/2018 07.00,,71.17,,71.17
03/07/2018 07.15,,72.72,,72.72
03/07/2018 07.30,,71.33,,71.33
03/07/2018 07.45,,70.33,,70.33
03/07/2018 08.00,,72.58,,72.58
03/07/2018 08.15,,70.66,,70.66
03/07/2018 08.30,,71.46,,71.46
03/07/2018 08.45,,69.62,,69.62
03/07/2018 09.00,,63.96,,63.96
03/07/2018 09.15,64.22,,,64.22
03/07/2018 09.30,63.42,,,63.42
03/07/2018 09.45,61.75,,,61.75
03/07/2018 10.00,59.22,,,59.22
03/07/2018 10.15,65.38,,,65.38
03/07/2018 10.30,60.92,,,60.92
03/07/2018 10.45,59.9,,,59.9
03/07/2018 11.00,63.03,,,63.03
03/07/2018 11.15,63.21,,,63.21
03/07/2018 11.30,65.03,,,65.03
03/07/2018 11.45,60.95,,,60.95
03/07/2018 12.00,61.38,,,61.38
03/07/2018 12.15,58.58,,,58.58
03/07/2018 12.30,58.51,,,58.51
03/07/2018 12.45,66.67,,,66.67
03/07/2018 13.00,67.19,,,67.19
03/07/2018 13.15,62.29,,,62.29
03/07/2018 13.30,66.03,,,66.03
03/07/2018 13.45,66.95,,,66.95
03/07/2018 14.00,62.74,,,62.74
03/07/2018 14.15,63.66,,,63.66
03/07/2018 14.30,59.22,,,59.22
03/07/2018 14.45,61.8,,,61.8
03/07/2018 15.00,61.46,,,61.46
03/07/2018 15.15,62.83,,,62.83
03/07/2018 15.30,62.22,,,62.22
03/07/2018 15.45,66.53,,,66.53
03/07/2018 16.00,68.32,,,68.32
03/07/2018 16.15,70,,,70
03/07/2018 16.30,71.06,,,71.06
03/07/2018 16.45,72.9,,,72.9
03/07/2018 17.00,72.95,,,72.95
03/07/2018 17.15,77.62,,,77.62
03/07/2018 17.30,76.9,,,76.9
03/07/2018 17.45,77.58,,,77.58
03/07/2018 18.00,78.14,,,78.14
03/07/2018 18.15,80.38,,,80.38
03/07/2018 18.30,75.8,,,75.8
03/07/2018 18.45,76.8,,,76.8
03/07/2018 19.00,75.09,,,75.09
03/07/2018 19.15,73.48,,,73.48
03/07/2018 19.30,71.88,,,71.88
03/07/2018 19.45,73.09,,,73.09
03/07/2018 20.00,73.3,,,73.3
03/07/2018 20.15,75.38,,,75.38
03/07/2018 20.30,76.64,,,76.64
03/07/2018 20.45,79.8,,,79.8
03/07/2018 21.00,76.08,,,76.08
03/07/2018 21.15,77.58,,,77.58
03/07/2018 21.30,80.79,,,80.79
03/07/2018 21.45,79.77,,,79.77
03/07/2018 22.00,80.33,,,80.33
03/07/2018 22.15,,84.22,,84.22
03/07/2018 22.30,,83.61,,83.61
03/07/2018 22.45,,82.69,,82.69
03/07/2018 23.00,,86.2,,86.2
03/07/2018 23.15,,87.98,,87.98
03/07/2018 23.30,,90.59,,90.59
03/07/2018 23.45,,93.74,,93.74
03/07/2018 24.00,,93.36,,93.36
04/07/2018 00.15,,91.12,,91.12
04/07/2018 00.30,,93.75,,93.75
04/07/2018 00.45,,93.83,,93.83
04/07/2018 01.00,,92.19,,92.19
04/07/2018 01.15,,92.85,,92.85
04/07/2018 01.30,,92.38,,92.38
04/07/2018 01.45,,92.22,,92.22
04/07/2018 02.00,,91.32,,91.32
04/07/2018 02.15,,90.83,,90.83
04/07/2018 02.30,,90.38,,90.38
04/07/2018 02.45,,86.28,,86.28
04/07/2018 03.00,,85.99,,85.99
04/07/2018 03.15,,86.56,,86.56
04/07/2018 03.30,,86.49,,86.49
04/07/2018 03.45,,84.54,,84.54
04/07/2018 04.00,,84.04,,84.04
04/07/2018 04.15,,82.95,,82.95
04/07/2018 04.30,,81.96,,81.96
04/07/2018 04.45,,80.46,,80.46
04/07/2018 05.00,,79.29,,79.29
04/07/2018 05.15,,80.01,,80.01
04/07/2018 05.30,,80.56,,80.56
04/07/2018 05.45,,79.06,,79.06
04/07/2018 06.00,,79.3,,79.3
04/07/2018 06.15,,74.17,,74.17
04/07/2018 06.30,,73.22,,73.22
04/07/2018 06.45,,74.32,,74.32
04/07/2018 07.00,,72.04,,72.04
04/07/2018 07.15,,71.25,,71.25
04/07/2018 07.30,,74.24,,74.24
04/07/2018 07.45,,72.95,,72.95
04/07/2018 08.00,,70.58,,70.58
04/07/2018 08.15,,67.72,,67.72
04/07/2018 08.30,,68.83,,68.83
04/07/2018 08.45,,70.96,,70.96
04/07/2018 09.00,,68.9,,68.9
04/07/2018 09.15,67.64,,,67.64
04/07/2018 09.30,68.12,,,68.12
04/07/2018 09.45,64.04,,,64.04
04/07/2018 10.00,56.84,,,56.84
04/07/2018 10.15,56.35,,,56.35
04/07/2018 10.30,54.93,,,54.93
04/07/2018 10.45,54.43,,,54.43
04/07/2018 11.00,59.71,,,59.71
04/07/2018 11.15,59.37,,,59.37
04/07/2018 11.30,60.77,,,60.77
04/07/2018 11.45,55.09,,,55.09
04/07/2018 12.00,60.45,,,60.45
04/07/2018 12.15,56.79,,,56.79
04/07/2018 12.30,57.14,,,57.14
04/07/2018 12.45,55.71,,,55.71
04/07/2018 13.00,63.9,,,63.9
04/07/2018 13.15,61.67,,,61.67
04/07/2018 13.30,58.95,,,58.95
04/07/2018 13.45,59.8,,,59.8
04/07/2018 14.00,55.45,,,55.45
04/07/2018 14.15,56.8,,,56.8
04/07/2018 14.30,60.21,,,60.21
04/07/2018 14.45,63.38,,,63.38
04/07/2018 15.00,60.22,,,60.22
04/07/2018 15.15,62.59,,,62.59
04/07/2018 15.30,65.38,,,65.38
04/07/2018 15.45,68.8,,,68.8
04/07/2018 16.00,68.8,,,68.8
04/07/2018 16.15,69.48,,,69.48
04/07/2018 16.30,70.74,,,70.74
04/07/2018 16.45,71.01,,,71.01
04/07/2018 17.00,72.91,,,72.91
04/07/2018 17.15,77.7,,,77.7
04/07/2018 17.30,76.48,,,76.48
04/07/2018 17.45,72.12,,,72.12
04/07/2018 18.00,73.33,,,73.33
04/07/2018 18.15,76.27,,,76.27
04/07/2018 18.30,77.37,,,77.37
04/07/2018 18.45,77.17,,,77.17
04/07/2018 19.00,78.22,,,78.22
04/07/2018 19.15,72.24,,,72.24
04/07/2018 19.30,72.48,,,72.48
04/07/2018 19.45,70.61,,,70.61
04/07/2018 20.00,71.21,,,71.21
04/07/2018 20.15,70.35,,,70.35
04/07/2018 20.30,69.59,,,69.59
04/07/2018 20.45,68.45,,,68.45
04/07/2018 21.00,69.93,,,69.93
04/07/2018 21.15,70.87,,,70.87
04/07/2018 21.30,74.19,,,74.19
04/07/2018 21.45,73.54,,,73.54
04/07/2018 22.00,74.22,,,74.22
04/07/2018 22.15,,77.3,,77.3
04/07/2018 22.30,,78.67,,78.67
04/07/2018 22.45,,78.12,,78.12
04/07/2018 23.00,,78.43,,78.43
04/07/2018 23.15,,78.56,,78.56
04/07/2018 23.30,,80.49,,80.49
04/07/2018 23.45,,83.88,,83.88
04/07/2018 24.00,,84.3,,84.3
05/07/2018 00.15,,84.49,,84.49
05/07/2018 00.30,,84.88,,84.88
05/07/2018 00.45,,84.87,,84.87
05/07/2018 01.00,,85.64,,85.64
05/07/2018 01.15,,85.99,,85.99
05/07/2018 01.30,,85.19,,85.19
05/07/2018 01.45,,86.41,,86.41
05/07/2018 02.00,,84.32,,84.32
05/07/2018 02.15,,86.04,,86.04
05/07/2018 02.30,,82.99,,82.99
05/07/2018 02.45,,81.77,,81.77
05/07/2018 03.00,,81.12,,81.12
05/07/2018 03.15,,78.61,,78.61
05/07/2018 03.30,,82.8,,82.8
05/07/2018 03.45,,79.45,,79.45
05/07/2018 04.00,,76.82,,76.82
05/07/2018 04.15,,75.5,,75.5
05/07/2018 04.30,,76.29,,76.29
05/07/2018 04.45,,76.83,,76.83
05/07/2018 05.00,,76.22,,76.22
05/07/2018 05.15,,76.95,,76.95
05/07/2018 05.30,,77.5,,77.5
05/07/2018 05.45,,76.09,,76.09
05/07/2018 06.00,,74.45,,74.45
05/07/2018 06.15,,70.17,,70.17
05/07/2018 06.30,,70.46,,70.46
05/07/2018 06.45,,69.71,,69.71
05/07/2018 07.00,,69.56,,69.56
05/07/2018 07.15,,72.96,,72.96
05/07/2018 07.30,,74.43,,74.43
05/07/2018 07.45,,71.35,,71.35
05/07/2018 08.00,,69.32,,69.32
05/07/2018 08.15,,66.88,,66.88
05/07/2018 08.30,,68.38,,68.38
05/07/2018 08.45,,65.83,,65.83
05/07/2018 09.00,,66.96,,66.96
05/07/2018 09.15,67.22,,,67.22
05/07/2018 09.30,63.74,,,63.74
05/07/2018 09.45,64.01,,,64.01
05/07/2018 10.00,62.56,,,62.56
05/07/2018 10.15,60.92,,,60.92
05/07/2018 10.30,57.87,,,57.87
05/07/2018 10.45,60.13,,,60.13
05/07/2018 11.00,58.29,,,58.29
05/07/2018 11.15,54.92,,,54.92
05/07/2018 11.30,57.61,,,57.61
