,RATE A,RATE B,RATE C,Total
07/06/2018 07.15,,71.95,,71.95
07/06/2018 07.30,,71.43,,71.43
07/06/2018 07.45,,73.8,,73.8
07/06/2018 08.00,,73.79,,73.79
07/06/2018 08.15,,71.72,,71.72
07/06/2018 08.30,,66.66,,66.66
07/06/2018 08.45,,74.12,,74.12
07/06/2018 09.00,,69.16,,69.16
07/06/2018 09.15,67.95,,,67.95
07/06/2018 09.30,69.59,,,69.59
07/06/2018 09.45,66.95,,,66.95
07/06/2018 10.00,60.24,,,60.24
07/06/2018 10.15,61.19,,,61.19
07/06/2018 10.30,64.8,,,64.8
07/06/2018 10.45,68.61,,,68.61
07/06/2018 11.00,64.4,,,64.4
07/06/2018 11.15,62.96,,,62.96
07/06/2018 11.30,59.5,,,59.5
07/06/2018 11.45,56.08,,,56.08
07/06/2018 12.00,56.5,,,56.5
07/06/2018 12.15,53.04,,,53.04
07/06/2018 12.30,54.04,,,54.04
07/06/2018 12.45,53.11,,,53.11
07/06/2018 13.00,52.96,,,52.96
07/06/2018 13.15,52.37,,,52.37
07/06/2018 13.30,51.4,,,51.4
07/06/2018 13.45,49.38,,,49.38
07/06/2018 14.00,55.61,,,55.61
07/06/2018 14.15,54.88,,,54.88
07/06/2018 14.30,56.45,,,56.45
07/06/2018 14.45,59.63,,,59.63
07/06/2018 15.00,56.11,,,56.11
07/06/2018 15.15,54.93,,,54.93
07/06/2018 15.30,57.59,,,57.59
07/06/2018 15.45,62.38,,,62.38
07/06/2018 16.00,64.85,,,64.85
07/06/2018 16.15,62.32,,,62.32
07/06/2018 16.30,60.77,,,60.77
07/06/2018 16.45,64.95,,,64.95
07/06/2018 17.00,68.21,,,68.21
07/06/2018 17.15,70.51,,,70.51
07/06/2018 17.30,71,,,71
07/06/2018 17.45,68.59,,,68.59
07/06/2018 18.00,68.27,,,68.27
07/06/2018 18.15,69.06,,,69.06
07/06/2018 18.30,66.71,,,66.71
07/06/2018 18.45,68.48,,,68.48
07/06/2018 19.00,71.54,,,71.54
07/06/2018 19.15,71.11,,,71.11
07/06/2018 19.30,70.54,,,70.54
07/06/2018 19.45,66.59,,,66.59
07/06/2018 20.00,67.74,,,67.74
07/06/2018 20.15,69.04,,,69.04
07/06/2018 20.30,68.58,,,68.58
07/06/2018 20.45,69.66,,,69.66
07/06/2018 21.00,70.11,,,70.11
07/06/2018 21.15,71.74,,,71.74
07/06/2018 21.30,71.11,,,71.11
07/06/2018 21.45,74.14,,,74.14
