"DateTime","PV Installed","Energy Yield","Co2 Avoidance","Save Money"
"(YYYY-MM-DD HH:MM)","(kWp)","(kWh)","(kg./year)","(Baht)"
"2018-05-01 00:15",167.40,0.00,0.00,0.00
"2018-05-01 00:30",167.40,0.00,0.00,0.02
"2018-05-01 00:45",167.40,0.00,0.00,0.00
"2018-05-01 01:00",167.40,0.00,0.00,0.00
"2018-05-01 01:15",167.40,0.00,0.00,0.02
"2018-05-01 01:30",167.40,0.00,0.00,0.00
"2018-05-01 01:45",167.40,0.00,0.00,0.02
"2018-05-01 02:00",167.40,0.00,0.00,0.00
"2018-05-01 02:15",167.40,0.00,0.00,0.02
"2018-05-01 02:30",167.40,0.00,0.00,0.00
"2018-05-01 02:45",167.40,0.00,0.00,0.00
"2018-05-01 03:00",167.40,0.00,0.00,0.02
"2018-05-01 03:15",167.40,0.00,0.00,0.00
"2018-05-01 03:30",167.40,0.00,0.00,0.02
"2018-05-01 03:45",167.40,0.00,0.00,0.00
"2018-05-01 04:00",167.40,0.00,0.00,0.02
"2018-05-01 04:15",167.40,0.00,0.00,0.00
"2018-05-01 04:30",167.40,0.00,0.00,0.02
"2018-05-01 04:45",167.40,0.00,0.00,0.00
"2018-05-01 05:00",167.40,0.00,0.00,0.02
"2018-05-01 05:15",167.40,0.00,0.00,0.00
"2018-05-01 05:30",167.40,0.00,0.00,0.02
"2018-05-01 05:45",167.40,0.01,0.00,0.03
"2018-05-01 06:00",167.40,0.41,0.23,1.72
"2018-05-01 06:15",167.40,1.14,0.64,4.80
"2018-05-01 06:30",167.40,3.98,2.23,16.74
"2018-05-01 06:45",167.40,6.11,3.43,25.71
"2018-05-01 07:00",167.40,6.44,3.61,27.11
"2018-05-01 07:15",167.40,8.38,4.70,35.28
"2018-05-01 07:30",167.40,10.78,6.05,45.36
"2018-05-01 07:45",167.40,14.19,7.96,59.74
"2018-05-01 08:00",167.40,14.65,8.22,61.66
"2018-05-01 08:15",167.40,11.88,6.66,49.99
"2018-05-01 08:30",167.40,11.02,6.18,46.39
"2018-05-01 08:45",167.40,14.32,8.03,60.28
"2018-05-01 09:00",167.40,18.40,10.32,77.44
"2018-05-01 09:15",167.40,19.78,11.10,83.28
"2018-05-01 09:30",167.40,16.76,9.40,70.57
"2018-05-01 09:45",167.40,13.20,7.41,55.57
"2018-05-01 10:00",167.40,11.84,6.64,49.86
"2018-05-01 10:15",167.40,22.60,12.68,95.14
"2018-05-01 10:30",167.40,16.59,9.31,69.83
"2018-05-01 10:45",167.40,5.08,2.85,21.40
"2018-05-01 11:00",167.40,11.17,6.27,47.03
"2018-05-01 11:15",167.40,21.30,11.95,89.68
"2018-05-01 11:30",167.40,31.58,17.72,132.96
"2018-05-01 11:45",167.40,28.66,16.08,120.65
"2018-05-01 12:00",167.40,32.98,18.50,138.82
"2018-05-01 12:15",167.40,24.62,13.81,103.63
"2018-05-01 12:30",167.40,29.30,16.44,123.33
"2018-05-01 12:45",167.40,29.52,16.56,124.27
"2018-05-01 13:00",167.40,31.41,17.62,132.24
"2018-05-01 13:15",167.40,28.46,15.97,119.81
"2018-05-01 13:30",167.40,24.69,13.85,103.95
"2018-05-01 13:45",167.40,31.63,17.74,133.14
"2018-05-01 14:00",167.40,22.88,12.83,96.30
"2018-05-01 14:15",167.40,18.53,10.39,78.00
"2018-05-01 14:30",167.40,26.66,14.96,112.25
"2018-05-01 14:45",167.40,24.39,13.68,102.67
"2018-05-01 15:00",167.40,12.70,7.12,53.46
"2018-05-01 15:15",167.40,19.14,10.74,80.57
"2018-05-01 15:30",167.40,17.21,9.65,72.44
"2018-05-01 15:45",167.40,12.36,6.93,52.02
"2018-05-01 16:00",167.40,9.48,5.32,39.92
"2018-05-01 16:15",167.40,12.34,6.92,51.95
"2018-05-01 16:30",167.40,11.29,6.33,47.54
"2018-05-01 16:45",167.40,5.63,3.16,23.69
"2018-05-01 17:00",167.40,4.34,2.44,18.29
"2018-05-01 17:15",167.40,3.17,1.78,13.35
"2018-05-01 17:30",167.40,2.49,1.40,10.49
"2018-05-01 17:45",167.40,1.56,0.88,6.58
"2018-05-01 18:00",167.40,0.57,0.32,2.39
"2018-05-01 18:15",167.40,0.13,0.07,0.54
