"DateTime","PV Installed","Energy Yield","Co2 Avoidance","Save Money"
"(YYYY-MM-DD HH:MM)","(kWp)","(kWh)","(kg./year)","(Baht)"
"2018-06-01 00:15",1143.90,0.05,0.03,0.20
"2018-06-01 00:30",1143.90,0.04,0.02,0.17
"2018-06-01 00:45",1143.90,0.06,0.04,0.27
"2018-06-01 01:00",1143.90,0.03,0.02,0.13
"2018-06-01 01:15",1143.90,0.09,0.05,0.37
"2018-06-01 01:30",1143.90,0.02,0.01,0.07
"2018-06-01 01:45",1143.90,0.04,0.02,0.17
"2018-06-01 02:00",1143.90,0.07,0.04,0.30
"2018-06-01 02:15",1143.90,0.06,0.03,0.24
"2018-06-01 02:30",1143.90,0.06,0.03,0.24
"2018-06-01 02:45",1143.90,0.01,0.00,0.03
"2018-06-01 03:00",1143.90,0.14,0.08,0.57
"2018-06-01 03:15",1143.90,0.02,0.01,0.10
"2018-06-01 03:30",1143.90,0.02,0.01,0.07
"2018-06-01 03:45",1143.90,0.05,0.03,0.20
"2018-06-01 04:00",1143.90,0.10,0.05,0.40
"2018-06-01 04:15",1143.90,0.06,0.03,0.24
"2018-06-01 04:30",1143.90,0.02,0.01,0.10
"2018-06-01 04:45",1143.90,0.00,0.00,0.00
"2018-06-01 05:00",1143.90,0.14,0.08,0.61
"2018-06-01 05:15",1143.90,0.03,0.02,0.13
"2018-06-01 05:30",1143.90,0.04,0.02,0.17
"2018-06-01 05:45",1143.90,0.08,0.04,0.34
"2018-06-01 06:00",1143.90,2.72,1.53,11.45
"2018-06-01 06:15",1143.90,5.28,2.96,22.23
"2018-06-01 06:30",1143.90,5.86,3.29,24.69
"2018-06-01 06:45",1143.90,6.62,3.72,27.89
"2018-06-01 07:00",1143.90,15.03,8.43,63.28
"2018-06-01 07:15",1143.90,18.70,10.49,78.74
"2018-06-01 07:30",1143.90,22.82,12.80,96.08
"2018-06-01 07:45",1143.90,37.54,21.06,158.02
"2018-06-01 08:00",1143.90,39.22,22.00,165.09
"2018-06-01 08:15",1143.90,56.66,31.79,238.54
"2018-06-01 08:30",1143.90,57.03,31.99,240.09
"2018-06-01 08:45",1143.90,77.32,43.38,325.49
"2018-06-01 09:00",1143.90,87.91,49.32,370.08
"2018-06-01 09:15",1143.90,86.39,48.47,363.68
"2018-06-01 09:30",1143.90,97.76,54.84,411.54
"2018-06-01 09:45",1143.90,96.27,54.01,405.28
"2018-06-01 10:00",1143.90,106.62,59.82,448.86
"2018-06-01 10:15",1143.90,125.80,70.57,529.58
"2018-06-01 10:30",1143.90,119.06,66.79,501.22
