"DateTime","PV Installed","Energy Yield","Co2 Avoidance","Save Money"
"(YYYY-MM-DD HH:MM)","(kWp)","(kWh)","(kg./year)","(Baht)"
"2018-11-01 00:15",1143.90,0.06,0.03,0.24
"2018-11-01 00:30",1143.90,0.02,0.01,0.10
"2018-11-01 00:45",1143.90,0.00,0.00,0.00
"2018-11-01 01:00",1143.90,0.02,0.01,0.10
"2018-11-01 01:15",1143.90,0.06,0.03,0.24
"2018-11-01 01:30",1143.90,0.10,0.06,0.44
"2018-11-01 01:45",1143.90,0.02,0.01,0.07
"2018-11-01 02:00",1143.90,0.02,0.01,0.10
"2018-11-01 02:15",1143.90,0.04,0.02,0.17
"2018-11-01 02:30",1143.90,0.02,0.01,0.07
"2018-11-01 02:45",1143.90,0.06,0.03,0.24
"2018-11-01 03:00",1143.90,0.06,0.03,0.24
"2018-11-01 03:15",1143.90,0.03,0.02,0.13
"2018-11-01 03:30",1143.90,0.01,0.00,0.03
"2018-11-01 03:45",1143.90,0.10,0.06,0.44
"2018-11-01 04:00",1143.90,0.01,0.00,0.03
"2018-11-01 04:15",1143.90,0.06,0.04,0.27
"2018-11-01 04:30",1143.90,0.04,0.02,0.17
"2018-11-01 04:45",1143.90,0.01,0.00,0.03
"2018-11-01 05:00",1143.90,0.03,0.02,0.13
"2018-11-01 05:15",1143.90,0.07,0.04,0.30
"2018-11-01 05:30",1143.90,0.01,0.00,0.03
"2018-11-01 05:45",1143.90,0.05,0.03,0.20
"2018-11-01 06:00",1143.90,0.10,0.06,0.44
"2018-11-01 06:15",1143.90,1.59,0.89,6.70
"2018-11-01 06:30",1143.90,6.32,3.55,26.61
"2018-11-01 06:45",1143.90,12.30,6.90,51.76
"2018-11-01 07:00",1143.90,21.88,12.27,92.11
"2018-11-01 07:15",1143.90,32.12,18.02,135.22
"2018-11-01 07:30",1143.90,46.13,25.88,194.19
"2018-11-01 07:45",1143.90,53.91,30.24,226.95
"2018-11-01 08:00",1143.90,65.12,36.53,274.14
"2018-11-01 08:15",1143.90,73.01,40.96,307.34
"2018-11-01 08:30",1143.90,89.18,50.03,375.40
"2018-11-01 08:45",1143.90,94.83,53.20,399.21
"2018-11-01 09:00",1143.90,106.81,59.92,449.63
"2018-11-01 09:15",1143.90,112.95,63.37,475.49
"2018-11-01 09:30",1143.90,129.78,72.80,546.32
"2018-11-01 09:45",1143.90,130.57,73.25,549.65
"2018-11-01 10:00",1143.90,140.20,78.65,590.20
"2018-11-01 10:15",1143.90,138.96,77.96,584.98
"2018-11-01 10:30",1143.90,152.48,85.54,641.90
"2018-11-01 10:45",1143.90,146.23,82.04,615.59
"2018-11-01 11:00",1143.90,152.42,85.51,641.63
"2018-11-01 11:15",1143.90,152.08,85.32,640.21
"2018-11-01 11:30",1143.90,163.02,91.45,686.25
"2018-11-01 11:45",1143.90,155.74,87.37,655.60
"2018-11-01 12:00",1143.90,160.83,90.23,677.05
"2018-11-01 12:15",1143.90,154.34,86.59,649.74
"2018-11-01 12:30",1143.90,161.26,90.47,678.87
"2018-11-01 12:45",1143.90,152.68,85.65,642.74
"2018-11-01 13:00",1143.90,155.42,87.19,654.25
"2018-11-01 13:15",1143.90,145.14,81.42,610.98
"2018-11-01 13:30",1143.90,146.18,82.00,615.36
"2018-11-01 13:45",1143.90,130.86,73.41,550.90
"2018-11-01 14:00",1143.90,128.58,72.13,541.27
"2018-11-01 14:15",1143.90,119.30,66.93,502.20
"2018-11-01 14:30",1143.90,116.47,65.34,490.31
"2018-11-01 14:45",1143.90,102.74,57.64,432.52
"2018-11-01 15:00",1143.90,93.88,52.67,395.21
"2018-11-01 15:15",1143.90,81.28,45.60,342.16
"2018-11-01 15:30",1143.90,74.93,42.03,315.42
"2018-11-01 15:45",1143.90,60.66,34.03,255.38
"2018-11-01 16:00",1143.90,51.79,29.06,218.03
"2018-11-01 16:15",1143.90,39.85,22.35,167.75
"2018-11-01 16:30",1143.90,31.32,17.57,131.85
"2018-11-01 16:45",1143.90,18.82,10.56,79.21
"2018-11-01 17:00",1143.90,11.46,6.43,48.23
"2018-11-01 17:15",1143.90,5.89,3.30,24.79
"2018-11-01 17:30",1143.90,2.26,1.27,9.50
"2018-11-01 17:45",1143.90,0.14,0.08,0.61
"2018-11-01 18:00",1143.90,0.02,0.01,0.10
"2018-11-01 18:15",1143.90,0.07,0.04,0.30
"2018-11-01 18:30",1143.90,0.06,0.03,0.24
"2018-11-01 18:45",1143.90,0.00,0.00,0.00
"2018-11-01 19:00",1143.90,0.06,0.03,0.24
"2018-11-01 19:15",1143.90,0.01,0.00,0.03
"2018-11-01 19:30",1143.90,0.10,0.05,0.40
"2018-11-01 19:45",1143.90,0.06,0.03,0.24
"2018-11-01 20:00",1143.90,0.01,0.00,0.03
"2018-11-01 20:15",1143.90,0.03,0.02,0.13
"2018-11-01 20:30",1143.90,0.01,0.00,0.03
"2018-11-01 20:45",1143.90,0.06,0.03,0.24
"2018-11-01 21:00",1143.90,0.04,0.02,0.17
