,RATE A,RATE B,RATE C,Total
04/09/2018 16.45,2.83,,,2.83
04/09/2018 17.00,2.73,,,2.73
04/09/2018 17.15,2.9,,,2.9
04/09/2018 17.30,2.72,,,2.72
04/09/2018 17.45,2.9,,,2.9
04/09/2018 18.00,3.26,,,3.26
04/09/2018 18.15,3.42,,,3.42
04/09/2018 18.30,3.75,,,3.75
04/09/2018 18.45,3.78,,,3.78
04/09/2018 19.00,4.06,,,4.06
04/09/2018 19.15,4.14,,,4.14
04/09/2018 19.30,4.24,,,4.24
04/09/2018 19.45,4.24,,,4.24
04/09/2018 20.00,4.16,,,4.16
04/09/2018 20.15,4.16,,,4.16
04/09/2018 20.30,4.16,,,4.16
04/09/2018 20.45,4.08,,,4.08
04/09/2018 21.00,3.9,,,3.9
04/09/2018 21.15,3.07,,,3.07
04/09/2018 21.30,2.68,,,2.68
04/09/2018 21.45,1.97,,,1.97
04/09/2018 22.00,1.8,,,1.8
04/09/2018 22.15,,1.72,,1.72
04/09/2018 22.30,,1.84,,1.84
04/09/2018 22.45,,1.8,,1.8
04/09/2018 23.00,,1.83,,1.83
04/09/2018 23.15,,1.8,,1.8
04/09/2018 23.30,,1.8,,1.8
04/09/2018 23.45,,1.81,,1.81
04/09/2018 24.00,,1.79,,1.79
05/09/2018 00.15,,1.78,,1.78
05/09/2018 00.30,,1.74,,1.74
05/09/2018 00.45,,1.69,,1.69
05/09/2018 01.00,,1.68,,1.68
05/09/2018 01.15,,1.68,,1.68
05/09/2018 01.30,,1.73,,1.73
05/09/2018 01.45,,1.72,,1.72
05/09/2018 02.00,,1.68,,1.68
05/09/2018 02.15,,1.7,,1.7
05/09/2018 02.30,,1.69,,1.69
05/09/2018 02.45,,1.67,,1.67
05/09/2018 03.00,,1.71,,1.71
05/09/2018 03.15,,1.63,,1.63
05/09/2018 03.30,,1.63,,1.63
05/09/2018 03.45,,1.65,,1.65
05/09/2018 04.00,,1.64,,1.64
05/09/2018 04.15,,1.73,,1.73
05/09/2018 04.30,,1.77,,1.77
05/09/2018 04.45,,1.72,,1.72
05/09/2018 05.00,,1.65,,1.65
05/09/2018 05.15,,1.57,,1.57
05/09/2018 05.30,,1.59,,1.59
05/09/2018 05.45,,1.62,,1.62
05/09/2018 06.00,,1.59,,1.59
05/09/2018 06.15,,1.53,,1.53
05/09/2018 06.30,,1.69,,1.69
05/09/2018 06.45,,1.68,,1.68
05/09/2018 07.00,,1.66,,1.66
05/09/2018 07.15,,1.65,,1.65
05/09/2018 07.30,,1.42,,1.42
05/09/2018 07.45,,1.69,,1.69
05/09/2018 08.00,,2.78,,2.78
05/09/2018 08.15,,3.03,,3.03
05/09/2018 08.30,,2.65,,2.65
05/09/2018 08.45,,2.75,,2.75
05/09/2018 09.00,,2.58,,2.58
05/09/2018 09.15,2.36,,,2.36
05/09/2018 09.30,2.34,,,2.34
05/09/2018 09.45,2.29,,,2.29
05/09/2018 10.00,1.89,,,1.89
05/09/2018 10.15,1.75,,,1.75
