,RATE A,RATE B,RATE C,Total
06/10/2018 23.45,,,1.84,1.84
06/10/2018 24.00,,,1.83,1.83
07/10/2018 00.15,,,1.8,1.8
07/10/2018 00.30,,,1.68,1.68
07/10/2018 00.45,,,1.7,1.7
07/10/2018 01.00,,,1.7,1.7
07/10/2018 01.15,,,1.72,1.72
07/10/2018 01.30,,,1.85,1.85
07/10/2018 01.45,,,1.84,1.84
07/10/2018 02.00,,,1.79,1.79
07/10/2018 02.15,,,1.78,1.78
07/10/2018 02.30,,,1.73,1.73
07/10/2018 02.45,,,1.7,1.7
07/10/2018 03.00,,,1.72,1.72
07/10/2018 03.15,,,1.63,1.63
07/10/2018 03.30,,,1.62,1.62
07/10/2018 03.45,,,1.58,1.58
07/10/2018 04.00,,,1.59,1.59
07/10/2018 04.15,,,1.6,1.6
07/10/2018 04.30,,,1.66,1.66
07/10/2018 04.45,,,1.66,1.66
07/10/2018 05.00,,,1.63,1.63
07/10/2018 05.15,,,1.6,1.6
07/10/2018 05.30,,,1.55,1.55
07/10/2018 05.45,,,1.55,1.55
07/10/2018 06.00,,,1.46,1.46
07/10/2018 06.15,,,1.37,1.37
07/10/2018 06.30,,,1.35,1.35
07/10/2018 06.45,,,1.32,1.32
07/10/2018 07.00,,,1.23,1.23
07/10/2018 07.15,,,1.32,1.32
07/10/2018 07.30,,,1.25,1.25
07/10/2018 07.45,,,1.2,1.2
07/10/2018 08.00,,,1.13,1.13
07/10/2018 08.15,,,0.66,0.66
07/10/2018 08.30,,,0.51,0.51
07/10/2018 08.45,,,0.33,0.33
07/10/2018 09.00,,,0.15,0.15
07/10/2018 09.15,,,0.59,0.59
07/10/2018 09.30,,,0.53,0.53
07/10/2018 09.45,,,0.45,0.45
07/10/2018 10.00,,,0.36,0.36
07/10/2018 10.15,,,0.69,0.69
07/10/2018 10.30,,,0.34,0.34
07/10/2018 10.45,,,0.49,0.49
07/10/2018 11.00,,,0.49,0.49
07/10/2018 11.15,,,0.58,0.58
07/10/2018 11.30,,,0.53,0.53
07/10/2018 11.45,,,0.5,0.5
07/10/2018 12.00,,,0.49,0.49
07/10/2018 12.15,,,0.23,0.23
07/10/2018 12.30,,,0,0
07/10/2018 12.45,,,0.17,0.17
07/10/2018 13.00,,,1.24,1.24
07/10/2018 13.15,,,1.17,1.17
07/10/2018 13.30,,,0.99,0.99
07/10/2018 13.45,,,1.16,1.16
07/10/2018 14.00,,,1.6,1.6
07/10/2018 14.15,,,0.84,0.84
07/10/2018 14.30,,,1.45,1.45
07/10/2018 14.45,,,2.02,2.02
07/10/2018 15.00,,,2.4,2.4
07/10/2018 15.15,,,2.41,2.41
07/10/2018 15.30,,,2.28,2.28
07/10/2018 15.45,,,2.38,2.38
07/10/2018 16.00,,,2.06,2.06
07/10/2018 16.15,,,1.6,1.6
07/10/2018 16.30,,,1.59,1.59
07/10/2018 16.45,,,1.59,1.59
07/10/2018 17.00,,,1.9,1.9
07/10/2018 17.15,,,2.03,2.03
07/10/2018 17.30,,,1.99,1.99
07/10/2018 17.45,,,2.17,2.17
07/10/2018 18.00,,,2.3,2.3
07/10/2018 18.15,,,2.61,2.61
07/10/2018 18.30,,,2.7,2.7
07/10/2018 18.45,,,2.81,2.81
07/10/2018 19.00,,,2.61,2.61
07/10/2018 19.15,,,2.5,2.5
07/10/2018 19.30,,,2.34,2.34
07/10/2018 19.45,,,2.31,2.31
07/10/2018 20.00,,,2.28,2.28
07/10/2018 20.15,,,2.35,2.35
07/10/2018 20.30,,,2.23,2.23
07/10/2018 20.45,,,2.14,2.14
07/10/2018 21.00,,,2,2
07/10/2018 21.15,,,1.88,1.88
07/10/2018 21.30,,,1.8,1.8
