,RATE A,RATE B,RATE C,Total
06/07/2018 19.00,3.38,,,3.38
06/07/2018 19.15,3.57,,,3.57
06/07/2018 19.30,4.83,,,4.83
06/07/2018 19.45,4.59,,,4.59
06/07/2018 20.00,4.51,,,4.51
06/07/2018 20.15,4.51,,,4.51
06/07/2018 20.30,4.51,,,4.51
06/07/2018 20.45,4.46,,,4.46
06/07/2018 21.00,4.44,,,4.44
06/07/2018 21.15,3.99,,,3.99
06/07/2018 21.30,4.02,,,4.02
06/07/2018 21.45,3.95,,,3.95
06/07/2018 22.00,3.98,,,3.98
06/07/2018 22.15,,4.08,,4.08
06/07/2018 22.30,,4.25,,4.25
06/07/2018 22.45,,3.97,,3.97
06/07/2018 23.00,,3.81,,3.81
06/07/2018 23.15,,3.74,,3.74
06/07/2018 23.30,,3.43,,3.43
06/07/2018 23.45,,3.03,,3.03
06/07/2018 24.00,,2.23,,2.23
07/07/2018 00.15,,,1.71,1.71
07/07/2018 00.30,,,1.57,1.57
07/07/2018 00.45,,,1.56,1.56
07/07/2018 01.00,,,1.59,1.59
07/07/2018 01.15,,,1.61,1.61
07/07/2018 01.30,,,1.61,1.61
07/07/2018 01.45,,,1.61,1.61
07/07/2018 02.00,,,1.6,1.6
07/07/2018 02.15,,,1.6,1.6
07/07/2018 02.30,,,1.59,1.59
07/07/2018 02.45,,,1.62,1.62
07/07/2018 03.00,,,1.61,1.61
07/07/2018 03.15,,,1.59,1.59
07/07/2018 03.30,,,1.6,1.6
07/07/2018 03.45,,,1.59,1.59
07/07/2018 04.00,,,1.59,1.59
07/07/2018 04.15,,,1.61,1.61
07/07/2018 04.30,,,1.63,1.63
07/07/2018 04.45,,,1.63,1.63
07/07/2018 05.00,,,1.76,1.76
07/07/2018 05.15,,,1.82,1.82
07/07/2018 05.30,,,1.78,1.78
07/07/2018 05.45,,,1.71,1.71
07/07/2018 06.00,,,1.64,1.64
07/07/2018 06.15,,,1.59,1.59
07/07/2018 06.30,,,1.6,1.6
07/07/2018 06.45,,,1.65,1.65
07/07/2018 07.00,,,1.4,1.4
07/07/2018 07.15,,,1.48,1.48
07/07/2018 07.30,,,1.47,1.47
07/07/2018 07.45,,,1.43,1.43
07/07/2018 08.00,,,1.51,1.51
07/07/2018 08.15,,,1.55,1.55
07/07/2018 08.30,,,1.57,1.57
07/07/2018 08.45,,,1.9,1.9
07/07/2018 09.00,,,1.91,1.91
07/07/2018 09.15,,,1.92,1.92
07/07/2018 09.30,,,1.98,1.98
07/07/2018 09.45,,,1.97,1.97
07/07/2018 10.00,,,1.96,1.96
07/07/2018 10.15,,,1.94,1.94
07/07/2018 10.30,,,1.78,1.78
07/07/2018 10.45,,,1.76,1.76
07/07/2018 11.00,,,1.76,1.76
07/07/2018 11.15,,,1.74,1.74
07/07/2018 11.30,,,1.87,1.87
07/07/2018 11.45,,,1.93,1.93
07/07/2018 12.00,,,1.92,1.92
07/07/2018 12.15,,,1.86,1.86
07/07/2018 12.30,,,1.95,1.95
07/07/2018 12.45,,,1.94,1.94
07/07/2018 13.00,,,1.85,1.85
07/07/2018 13.15,,,1.86,1.86
07/07/2018 13.30,,,1.83,1.83
07/07/2018 13.45,,,1.85,1.85
07/07/2018 14.00,,,1.91,1.91
07/07/2018 14.15,,,1.85,1.85
07/07/2018 14.30,,,1.99,1.99
07/07/2018 14.45,,,2.38,2.38
07/07/2018 15.00,,,2.38,2.38
07/07/2018 15.15,,,2.33,2.33
07/07/2018 15.30,,,2.53,2.53
07/07/2018 15.45,,,2.78,2.78
07/07/2018 16.00,,,2.76,2.76
07/07/2018 16.15,,,2.7,2.7
