,RATE A,RATE B,RATE C,Total
07/06/2018 01.15,,1.64,,1.64
07/06/2018 01.30,,1.65,,1.65
07/06/2018 01.45,,1.67,,1.67
07/06/2018 02.00,,1.69,,1.69
07/06/2018 02.15,,1.69,,1.69
07/06/2018 02.30,,1.68,,1.68
07/06/2018 02.45,,1.65,,1.65
07/06/2018 03.00,,1.66,,1.66
07/06/2018 03.15,,1.63,,1.63
07/06/2018 03.30,,1.69,,1.69
07/06/2018 03.45,,1.68,,1.68
07/06/2018 04.00,,1.63,,1.63
07/06/2018 04.15,,1.66,,1.66
07/06/2018 04.30,,1.7,,1.7
07/06/2018 04.45,,1.67,,1.67
07/06/2018 05.00,,1.71,,1.71
07/06/2018 05.15,,1.7,,1.7
07/06/2018 05.30,,1.73,,1.73
07/06/2018 05.45,,1.66,,1.66
07/06/2018 06.00,,1.55,,1.55
07/06/2018 06.15,,1.56,,1.56
07/06/2018 06.30,,1.6,,1.6
07/06/2018 06.45,,1.58,,1.58
07/06/2018 07.00,,1.55,,1.55
07/06/2018 07.15,,1.57,,1.57
07/06/2018 07.30,,1.6,,1.6
07/06/2018 07.45,,1.63,,1.63
07/06/2018 08.00,,1.78,,1.78
07/06/2018 08.15,,2.05,,2.05
07/06/2018 08.30,,2.01,,2.01
07/06/2018 08.45,,2.01,,2.01
07/06/2018 09.00,,1.93,,1.93
07/06/2018 09.15,1.89,,,1.89
07/06/2018 09.30,2.12,,,2.12
07/06/2018 09.45,2.15,,,2.15
07/06/2018 10.00,2.13,,,2.13
07/06/2018 10.15,2.36,,,2.36
07/06/2018 10.30,2.41,,,2.41
07/06/2018 10.45,2.41,,,2.41
07/06/2018 11.00,2.34,,,2.34
07/06/2018 11.15,2.31,,,2.31
07/06/2018 11.30,2.35,,,2.35
07/06/2018 11.45,2.43,,,2.43
07/06/2018 12.00,2.37,,,2.37
07/06/2018 12.15,2.39,,,2.39
07/06/2018 12.30,2.81,,,2.81
07/06/2018 12.45,2.7,,,2.7
07/06/2018 13.00,2.78,,,2.78
07/06/2018 13.15,2.96,,,2.96
07/06/2018 13.30,2.93,,,2.93
07/06/2018 13.45,3,,,3
07/06/2018 14.00,3.06,,,3.06
07/06/2018 14.15,3.04,,,3.04
07/06/2018 14.30,2.97,,,2.97
07/06/2018 14.45,3,,,3
07/06/2018 15.00,3.03,,,3.03
07/06/2018 15.15,3.31,,,3.31
07/06/2018 15.30,3.34,,,3.34
07/06/2018 15.45,3.36,,,3.36
07/06/2018 16.00,3.45,,,3.45
07/06/2018 16.15,3.49,,,3.49
07/06/2018 16.30,4.26,,,4.26
07/06/2018 16.45,4.02,,,4.02
07/06/2018 17.00,3.92,,,3.92
07/06/2018 17.15,4.17,,,4.17
07/06/2018 17.30,3.95,,,3.95
07/06/2018 17.45,3.99,,,3.99
07/06/2018 18.00,3.97,,,3.97
07/06/2018 18.15,3.83,,,3.83
07/06/2018 18.30,3.16,,,3.16
07/06/2018 18.45,2.99,,,2.99
07/06/2018 19.00,2.96,,,2.96
07/06/2018 19.15,2.74,,,2.74
07/06/2018 19.30,2.6,,,2.6
07/06/2018 19.45,2.52,,,2.52
07/06/2018 20.00,2.4,,,2.4
07/06/2018 20.15,2.3,,,2.3
07/06/2018 20.30,2.13,,,2.13
07/06/2018 20.45,2.07,,,2.07
07/06/2018 21.00,1.92,,,1.92
07/06/2018 21.15,1.9,,,1.9
07/06/2018 21.30,1.91,,,1.91
07/06/2018 21.45,1.88,,,1.88
