,RATE A,RATE B,RATE C,Total
 05/12/2018 11.45,,,73.87,73.87
 05/12/2018 12.00,,,76.58,76.58
 05/12/2018 12.15,,,77.7,77.7
 05/12/2018 12.30,,,70.29,70.29
 05/12/2018 12.45,,,82.7,82.7
 05/12/2018 13.00,,,88.27,88.27
 05/12/2018 13.15,,,67.08,67.08
 05/12/2018 13.30,,,82.08,82.08
 05/12/2018 13.45,,,94.14,94.14
 05/12/2018 14.00,,,93.78,93.78
 05/12/2018 14.15,,,83.16,83.16
 05/12/2018 14.30,,,91.07,91.07
 05/12/2018 14.45,,,91.43,91.43
 05/12/2018 15.00,,,95.3,95.3
 05/12/2018 15.15,,,96.03,96.03
 05/12/2018 15.30,,,95.12,95.12
 05/12/2018 15.45,,,107.01,107.01
 05/12/2018 16.00,,,102.3,102.3
 05/12/2018 16.15,,,105.98,105.98
 05/12/2018 16.30,,,106.09,106.09
 05/12/2018 16.45,,,108.2,108.2
 05/12/2018 17.00,,,107.09,107.09
 05/12/2018 17.15,,,111.11,111.11
 05/12/2018 17.30,,,113.09,113.09
 05/12/2018 17.45,,,122.38,122.38
 05/12/2018 18.00,,,134.48,134.48
 05/12/2018 18.15,,,137.02,137.02
 05/12/2018 18.30,,,137.51,137.51
 05/12/2018 18.45,,,138.6,138.6
 05/12/2018 19.00,,,137.81,137.81
 05/12/2018 19.15,,,136.85,136.85
 05/12/2018 19.30,,,138.86,138.86
 05/12/2018 19.45,,,141.51,141.51
 05/12/2018 20.00,,,143.12,143.12
 05/12/2018 20.15,,,149.23,149.23
 05/12/2018 20.30,,,159.47,159.47
 05/12/2018 20.45,,,179.67,179.67
 05/12/2018 21.00,,,188.75,188.75
 05/12/2018 21.15,,,190.07,190.07
 05/12/2018 21.30,,,198.86,198.86
 05/12/2018 21.45,,,209.28,209.28
 05/12/2018 22.00,,,214.79,214.79
 05/12/2018 22.15,,,227.34,227.34
 05/12/2018 22.30,,,238.98,238.98
 05/12/2018 22.45,,,247.23,247.23
 05/12/2018 23.00,,,253.89,253.89
 05/12/2018 23.15,,,267.29,267.29
 05/12/2018 23.30,,,279.13,279.13
 05/12/2018 23.45,,,279.26,279.26
 05/12/2018 24.00,,,285.87,285.87
 06/12/2018 00.15,,290.5,,290.5
 06/12/2018 00.30,,287.29,,287.29
 06/12/2018 00.45,,288.64,,288.64
 06/12/2018 01.00,,290.87,,290.87
 06/12/2018 01.15,,287.76,,287.76
 06/12/2018 01.30,,287.3,,287.3
 06/12/2018 01.45,,287.14,,287.14
 06/12/2018 02.00,,286.19,,286.19
 06/12/2018 02.15,,284.42,,284.42
 06/12/2018 02.30,,280.19,,280.19
 06/12/2018 02.45,,279.29,,279.29
 06/12/2018 03.00,,278.5,,278.5
 06/12/2018 03.15,,273.48,,273.48
 06/12/2018 03.30,,273.61,,273.61
 06/12/2018 03.45,,266.95,,266.95
 06/12/2018 04.00,,266.61,,266.61
 06/12/2018 04.15,,263.97,,263.97
 06/12/2018 04.30,,264.08,,264.08
 06/12/2018 04.45,,262.39,,262.39
 06/12/2018 05.00,,257.56,,257.56
 06/12/2018 05.15,,253.44,,253.44
 06/12/2018 05.30,,253.73,,253.73
 06/12/2018 05.45,,253.35,,253.35
 06/12/2018 06.00,,241.84,,241.84
 06/12/2018 06.15,,226.78,,226.78
 06/12/2018 06.30,,215.08,,215.08
 06/12/2018 06.45,,204.45,,204.45
 06/12/2018 07.00,,196.7,,196.7
 06/12/2018 07.15,,181.55,,181.55
 06/12/2018 07.30,,174.59,,174.59
