,RATE A,RATE B,RATE C,Total
05/05/2018 04.45,,,447.75,447.75
05/05/2018 05.00,,,446.28,446.28
05/05/2018 05.15,,,450.25,450.25
05/05/2018 05.30,,,456.25,456.25
05/05/2018 05.45,,,456.02,456.02
05/05/2018 06.00,,,458.99,458.99
05/05/2018 06.15,,,471.95,471.95
05/05/2018 06.30,,,463.07,463.07
05/05/2018 06.45,,,472.86,472.86
05/05/2018 07.00,,,502.08,502.08
05/05/2018 07.15,,,519.18,519.18
05/05/2018 07.30,,,545.38,545.38
05/05/2018 07.45,,,559.25,559.25
05/05/2018 08.00,,,577.14,577.14
05/05/2018 08.15,,,603.93,603.93
05/05/2018 08.30,,,605.7,605.7
05/05/2018 08.45,,,617.78,617.78
05/05/2018 09.00,,,630.73,630.73
05/05/2018 09.15,,,619.8,619.8
05/05/2018 09.30,,,612.46,612.46
05/05/2018 09.45,,,629.94,629.94
05/05/2018 10.00,,,673.05,673.05
05/05/2018 10.15,,,623.7,623.7
05/05/2018 10.30,,,618.51,618.51
05/05/2018 10.45,,,612.43,612.43
05/05/2018 11.00,,,648.96,648.96
05/05/2018 11.15,,,649.06,649.06
05/05/2018 11.30,,,631.17,631.17
05/05/2018 11.45,,,661.6,661.6
05/05/2018 12.00,,,674.17,674.17
05/05/2018 12.15,,,690.84,690.84
05/05/2018 12.30,,,675.07,675.07
05/05/2018 12.45,,,635.28,635.28
05/05/2018 13.00,,,642.09,642.09
05/05/2018 13.15,,,716.94,716.94
05/05/2018 13.30,,,711.1,711.1
05/05/2018 13.45,,,716.7,716.7
05/05/2018 14.00,,,737.58,737.58
05/05/2018 14.15,,,728.68,728.68
05/05/2018 14.30,,,662.51,662.51
05/05/2018 14.45,,,672.18,672.18
05/05/2018 15.00,,,685.38,685.38
05/05/2018 15.15,,,679.05,679.05
05/05/2018 15.30,,,670.17,670.17
05/05/2018 15.45,,,650.89,650.89
05/05/2018 16.00,,,623.98,623.98
05/05/2018 16.15,,,604.28,604.28
05/05/2018 16.30,,,586.48,586.48
05/05/2018 16.45,,,548.14,548.14
05/05/2018 17.00,,,534.5,534.5
05/05/2018 17.15,,,514.47,514.47
05/05/2018 17.30,,,505.29,505.29
05/05/2018 17.45,,,501.92,501.92
05/05/2018 18.00,,,504.32,504.32
05/05/2018 18.15,,,504.37,504.37
05/05/2018 18.30,,,500.74,500.74
05/05/2018 18.45,,,504.84,504.84
05/05/2018 19.00,,,505.08,505.08
05/05/2018 19.15,,,502.9,502.9
05/05/2018 19.30,,,498.4,498.4
05/05/2018 19.45,,,493.57,493.57
05/05/2018 20.00,,,493.81,493.81
05/05/2018 20.15,,,491.86,491.86
05/05/2018 20.30,,,484.39,484.39
05/05/2018 20.45,,,504.32,504.32
05/05/2018 21.00,,,541.35,541.35
05/05/2018 21.15,,,538.84,538.84
05/05/2018 21.30,,,534.74,534.74
05/05/2018 21.45,,,530.1,530.1
05/05/2018 22.00,,,530.82,530.82
05/05/2018 22.15,,,535.93,535.93
05/05/2018 22.30,,,532.53,532.53
05/05/2018 22.45,,,522.48,522.48
05/05/2018 23.00,,,521.11,521.11
05/05/2018 23.15,,,519.68,519.68
05/05/2018 23.30,,,513.87,513.87
05/05/2018 23.45,,,516.82,516.82
05/05/2018 24.00,,,511.21,511.21
06/05/2018 00.15,,,511.44,511.44
06/05/2018 00.30,,,502.79,502.79
06/05/2018 00.45,,,495.02,495.02
06/05/2018 01.00,,,492.73,492.73
06/05/2018 01.15,,,492.76,492.76
06/05/2018 01.30,,,484.08,484.08
06/05/2018 01.45,,,481.6,481.6
06/05/2018 02.00,,,485.71,485.71
06/05/2018 02.15,,,480.32,480.32
06/05/2018 02.30,,,481.05,481.05
06/05/2018 02.45,,,475.29,475.29
06/05/2018 03.00,,,474.03,474.03
06/05/2018 03.15,,,471.78,471.78
06/05/2018 03.30,,,472.11,472.11
06/05/2018 03.45,,,469.68,469.68
06/05/2018 04.00,,,465.15,465.15
06/05/2018 04.15,,,459.28,459.28
06/05/2018 04.30,,,460.99,460.99
06/05/2018 04.45,,,462.29,462.29
06/05/2018 05.00,,,464.62,464.62
06/05/2018 05.15,,,464.78,464.78
06/05/2018 05.30,,,465.12,465.12
06/05/2018 05.45,,,463.87,463.87
06/05/2018 06.00,,,471.62,471.62
06/05/2018 06.15,,,462.62,462.62
06/05/2018 06.30,,,464.28,464.28
06/05/2018 06.45,,,467.84,467.84
06/05/2018 07.00,,,462.83,462.83
06/05/2018 07.15,,,466.49,466.49
06/05/2018 07.30,,,478.78,478.78
06/05/2018 07.45,,,504.34,504.34
06/05/2018 08.00,,,515.5,515.5
06/05/2018 08.15,,,506.08,506.08
06/05/2018 08.30,,,547.42,547.42
06/05/2018 08.45,,,579.51,579.51
06/05/2018 09.00,,,568.74,568.74
06/05/2018 09.15,,,594.91,594.91
06/05/2018 09.30,,,547.96,547.96
06/05/2018 09.45,,,547.88,547.88
06/05/2018 10.00,,,551.22,551.22
06/05/2018 10.15,,,556.64,556.64
06/05/2018 10.30,,,563.51,563.51
06/05/2018 10.45,,,543.38,543.38
06/05/2018 11.00,,,533.84,533.84
06/05/2018 11.15,,,556.16,556.16
06/05/2018 11.30,,,482.55,482.55
06/05/2018 11.45,,,500.68,500.68
06/05/2018 12.00,,,498.71,498.71
06/05/2018 12.15,,,505.32,505.32
06/05/2018 12.30,,,503.27,503.27
06/05/2018 12.45,,,505.15,505.15
06/05/2018 13.00,,,512.79,512.79
06/05/2018 13.15,,,515.47,515.47
06/05/2018 13.30,,,514.08,514.08
06/05/2018 13.45,,,529.06,529.06
06/05/2018 14.00,,,568.96,568.96
06/05/2018 14.15,,,623.23,623.23
06/05/2018 14.30,,,633.23,633.23
06/05/2018 14.45,,,634.27,634.27
06/05/2018 15.00,,,609.24,609.24
06/05/2018 15.15,,,603.51,603.51
06/05/2018 15.30,,,580.85,580.85
06/05/2018 15.45,,,581.22,581.22
06/05/2018 16.00,,,575.72,575.72
06/05/2018 16.15,,,538.68,538.68
06/05/2018 16.30,,,524.64,524.64
06/05/2018 16.45,,,526.24,526.24
06/05/2018 17.00,,,532.66,532.66
06/05/2018 17.15,,,528.48,528.48
06/05/2018 17.30,,,533.98,533.98
06/05/2018 17.45,,,549.59,549.59
06/05/2018 18.00,,,553.06,553.06
06/05/2018 18.15,,,564.01,564.01
06/05/2018 18.30,,,562.37,562.37
06/05/2018 18.45,,,575.59,575.59
06/05/2018 19.00,,,573.67,573.67
06/05/2018 19.15,,,563.74,563.74
06/05/2018 19.30,,,565.64,565.64
06/05/2018 19.45,,,565.87,565.87
06/05/2018 20.00,,,556.14,556.14
06/05/2018 20.15,,,548.46,548.46
06/05/2018 20.30,,,547.72,547.72
06/05/2018 20.45,,,549.42,549.42
06/05/2018 21.00,,,544.13,544.13
06/05/2018 21.15,,,541.42,541.42
06/05/2018 21.30,,,537.47,537.47
06/05/2018 21.45,,,540.22,540.22
06/05/2018 22.00,,,539.37,539.37
06/05/2018 22.15,,,494.11,494.11
06/05/2018 22.30,,,526.24,526.24
06/05/2018 22.45,,,604.77,604.77
06/05/2018 23.00,,,556.4,556.4
06/05/2018 23.15,,,532.35,532.35
06/05/2018 23.30,,,531.3,531.3
06/05/2018 23.45,,,532.16,532.16
06/05/2018 24.00,,,528.63,528.63
07/05/2018 00.15,,517.84,,517.84
07/05/2018 00.30,,518.6,,518.6
07/05/2018 00.45,,518.37,,518.37
07/05/2018 01.00,,510.84,,510.84
07/05/2018 01.15,,508.47,,508.47
07/05/2018 01.30,,507.19,,507.19
07/05/2018 01.45,,503.1,,503.1
07/05/2018 02.00,,504.82,,504.82
07/05/2018 02.15,,501.1,,501.1
07/05/2018 02.30,,496.79,,496.79
07/05/2018 02.45,,489.13,,489.13
07/05/2018 03.00,,492.26,,492.26
07/05/2018 03.15,,488.44,,488.44
07/05/2018 03.30,,488.84,,488.84
07/05/2018 03.45,,484.99,,484.99
07/05/2018 04.00,,491.69,,491.69
07/05/2018 04.15,,494.52,,494.52
07/05/2018 04.30,,485.55,,485.55
07/05/2018 04.45,,489.95,,489.95
07/05/2018 05.00,,491.98,,491.98
07/05/2018 05.15,,496.42,,496.42
07/05/2018 05.30,,509.31,,509.31
07/05/2018 05.45,,513.31,,513.31
07/05/2018 06.00,,508.87,,508.87
07/05/2018 06.15,,508.6,,508.6
07/05/2018 06.30,,534.8,,534.8
07/05/2018 06.45,,564.56,,564.56
07/05/2018 07.00,,610.8,,610.8
07/05/2018 07.15,,675.39,,675.39
07/05/2018 07.30,,746.48,,746.48
07/05/2018 07.45,,810.21,,810.21
07/05/2018 08.00,,867.01,,867.01
07/05/2018 08.15,,944.02,,944.02
07/05/2018 08.30,,1021.6,,1021.6
07/05/2018 08.45,,1073.14,,1073.14
07/05/2018 09.00,,1090.25,,1090.25
07/05/2018 09.15,1112.9,,,1112.9
07/05/2018 09.30,1114.65,,,1114.65
07/05/2018 09.45,1111.36,,,1111.36
07/05/2018 10.00,1095.19,,,1095.19
07/05/2018 10.15,1124.73,,,1124.73
07/05/2018 10.30,1143.51,,,1143.51
07/05/2018 10.45,1120.35,,,1120.35
07/05/2018 11.00,1137.48,,,1137.48
07/05/2018 11.15,1155.17,,,1155.17
07/05/2018 11.30,1142.75,,,1142.75
07/05/2018 11.45,1163.75,,,1163.75
07/05/2018 12.00,1164.09,,,1164.09
07/05/2018 12.15,1169.83,,,1169.83
07/05/2018 12.30,1147.57,,,1147.57
07/05/2018 12.45,1138.75,,,1138.75
07/05/2018 13.00,1145.23,,,1145.23
07/05/2018 13.15,1190.36,,,1190.36
07/05/2018 13.30,1190.39,,,1190.39
07/05/2018 13.45,1221.91,,,1221.91
07/05/2018 14.00,1218.78,,,1218.78
07/05/2018 14.15,1247.69,,,1247.69
07/05/2018 14.30,1194.92,,,1194.92
07/05/2018 14.45,1201.26,,,1201.26
07/05/2018 15.00,1212.23,,,1212.23
07/05/2018 15.15,1206.86,,,1206.86
07/05/2018 15.30,1217,,,1217
07/05/2018 15.45,1213.36,,,1213.36
07/05/2018 16.00,1192.05,,,1192.05
07/05/2018 16.15,1159.6,,,1159.6
07/05/2018 16.30,1133.43,,,1133.43
07/05/2018 16.45,1021.85,,,1021.85
07/05/2018 17.00,970.55,,,970.55
07/05/2018 17.15,940.6,,,940.6
07/05/2018 17.30,911.41,,,911.41
07/05/2018 17.45,909.88,,,909.88
07/05/2018 18.00,902.46,,,902.46
07/05/2018 18.15,878.65,,,878.65
07/05/2018 18.30,866.98,,,866.98
