,RATE A,RATE B,RATE C,Total
03/09/2018 21.00,603.38,,,603.38
03/09/2018 21.15,590.77,,,590.77
03/09/2018 21.30,579,,,579
03/09/2018 21.45,575.96,,,575.96
03/09/2018 22.00,562.24,,,562.24
03/09/2018 22.15,,554.71,,554.71
03/09/2018 22.30,,555.82,,555.82
03/09/2018 22.45,,548.59,,548.59
03/09/2018 23.00,,525.72,,525.72
03/09/2018 23.15,,558.84,,558.84
03/09/2018 23.30,,548.63,,548.63
03/09/2018 23.45,,544.16,,544.16
03/09/2018 24.00,,537.26,,537.26
04/09/2018 00.15,,541.32,,541.32
04/09/2018 00.30,,533.32,,533.32
04/09/2018 00.45,,530.64,,530.64
04/09/2018 01.00,,525.81,,525.81
04/09/2018 01.15,,519.87,,519.87
04/09/2018 01.30,,520.69,,520.69
04/09/2018 01.45,,520.37,,520.37
04/09/2018 02.00,,515.73,,515.73
04/09/2018 02.15,,526.32,,526.32
04/09/2018 02.30,,516.42,,516.42
04/09/2018 02.45,,506.4,,506.4
04/09/2018 03.00,,505.85,,505.85
04/09/2018 03.15,,495.16,,495.16
04/09/2018 03.30,,493.08,,493.08
04/09/2018 03.45,,491.28,,491.28
04/09/2018 04.00,,488.79,,488.79
04/09/2018 04.15,,491.5,,491.5
04/09/2018 04.30,,453.23,,453.23
04/09/2018 04.45,,443.33,,443.33
04/09/2018 05.00,,454.33,,454.33
04/09/2018 05.15,,469.84,,469.84
04/09/2018 05.30,,572.67,,572.67
04/09/2018 05.45,,520.1,,520.1
04/09/2018 06.00,,522.5,,522.5
04/09/2018 06.15,,531.53,,531.53
04/09/2018 06.30,,540,,540
04/09/2018 06.45,,553,,553
04/09/2018 07.00,,601.72,,601.72
04/09/2018 07.15,,640.17,,640.17
04/09/2018 07.30,,680.55,,680.55
04/09/2018 07.45,,751.97,,751.97
04/09/2018 08.00,,875.99,,875.99
04/09/2018 08.15,,1004.44,,1004.44
04/09/2018 08.30,,1060.71,,1060.71
04/09/2018 08.45,,1108.88,,1108.88
04/09/2018 09.00,,1135.99,,1135.99
04/09/2018 09.15,1164.34,,,1164.34
04/09/2018 09.30,1168.94,,,1168.94
04/09/2018 09.45,1155.93,,,1155.93
04/09/2018 10.00,1159.33,,,1159.33
04/09/2018 10.15,1154.52,,,1154.52
04/09/2018 10.30,1141.14,,,1141.14
04/09/2018 10.45,1153.85,,,1153.85
04/09/2018 11.00,1186.76,,,1186.76
04/09/2018 11.15,1146.62,,,1146.62
04/09/2018 11.30,1128.44,,,1128.44
04/09/2018 11.45,1139.23,,,1139.23
04/09/2018 12.00,1146.44,,,1146.44
04/09/2018 12.15,1183.57,,,1183.57
04/09/2018 12.30,1195.23,,,1195.23
04/09/2018 12.45,1179.05,,,1179.05
04/09/2018 13.00,1202.08,,,1202.08
04/09/2018 13.15,1207.34,,,1207.34
04/09/2018 13.30,1221.62,,,1221.62
04/09/2018 13.45,1207.76,,,1207.76
04/09/2018 14.00,1175.73,,,1175.73
04/09/2018 14.15,1177.96,,,1177.96
04/09/2018 14.30,1183.63,,,1183.63
04/09/2018 14.45,1163.36,,,1163.36
04/09/2018 15.00,1157.07,,,1157.07
04/09/2018 15.15,1137.09,,,1137.09
04/09/2018 15.30,1139.14,,,1139.14
04/09/2018 15.45,1168.18,,,1168.18
04/09/2018 16.00,1108.62,,,1108.62
04/09/2018 16.15,1049.22,,,1049.22
04/09/2018 16.30,1023.08,,,1023.08
04/09/2018 16.45,991.24,,,991.24
04/09/2018 17.00,955.28,,,955.28
04/09/2018 17.15,931.04,,,931.04
04/09/2018 17.30,915.62,,,915.62
04/09/2018 17.45,878.35,,,878.35
04/09/2018 18.00,853.17,,,853.17
04/09/2018 18.15,803.79,,,803.79
04/09/2018 18.30,791.47,,,791.47
04/09/2018 18.45,781.6,,,781.6
04/09/2018 19.00,766.64,,,766.64
04/09/2018 19.15,731.03,,,731.03
04/09/2018 19.30,722.52,,,722.52
04/09/2018 19.45,705.81,,,705.81
04/09/2018 20.00,679.49,,,679.49
04/09/2018 20.15,644.81,,,644.81
04/09/2018 20.30,622.51,,,622.51
04/09/2018 20.45,601.66,,,601.66
04/09/2018 21.00,578.66,,,578.66
04/09/2018 21.15,568.59,,,568.59
04/09/2018 21.30,571.27,,,571.27
04/09/2018 21.45,560.64,,,560.64
04/09/2018 22.00,554.3,,,554.3
04/09/2018 22.15,,551.66,,551.66
04/09/2018 22.30,,549.66,,549.66
04/09/2018 22.45,,548.77,,548.77
04/09/2018 23.00,,545.98,,545.98
04/09/2018 23.15,,543.76,,543.76
04/09/2018 23.30,,547.71,,547.71
04/09/2018 23.45,,534.64,,534.64
04/09/2018 24.00,,529.4,,529.4
05/09/2018 00.15,,531.85,,531.85
05/09/2018 00.30,,526.85,,526.85
05/09/2018 00.45,,522.03,,522.03
05/09/2018 01.00,,513.4,,513.4
05/09/2018 01.15,,514.32,,514.32
05/09/2018 01.30,,511.5,,511.5
05/09/2018 01.45,,508.11,,508.11
05/09/2018 02.00,,506.89,,506.89
05/09/2018 02.15,,504.4,,504.4
05/09/2018 02.30,,500.95,,500.95
05/09/2018 02.45,,502.23,,502.23
05/09/2018 03.00,,499.27,,499.27
05/09/2018 03.15,,497.36,,497.36
05/09/2018 03.30,,494.11,,494.11
05/09/2018 03.45,,493.53,,493.53
05/09/2018 04.00,,494.37,,494.37
05/09/2018 04.15,,498.56,,498.56
05/09/2018 04.30,,488.81,,488.81
05/09/2018 04.45,,485.9,,485.9
05/09/2018 05.00,,480.16,,480.16
05/09/2018 05.15,,489.63,,489.63
05/09/2018 05.30,,494.84,,494.84
05/09/2018 05.45,,502.45,,502.45
05/09/2018 06.00,,519.1,,519.1
05/09/2018 06.15,,512.79,,512.79
05/09/2018 06.30,,528.03,,528.03
05/09/2018 06.45,,578.06,,578.06
05/09/2018 07.00,,611.57,,611.57
05/09/2018 07.15,,640.1,,640.1
05/09/2018 07.30,,670.04,,670.04
05/09/2018 07.45,,731.26,,731.26
05/09/2018 08.00,,828.48,,828.48
05/09/2018 08.15,,915.72,,915.72
05/09/2018 08.30,,1005.53,,1005.53
05/09/2018 08.45,,1057.82,,1057.82
05/09/2018 09.00,,1066.74,,1066.74
05/09/2018 09.15,1051.48,,,1051.48
05/09/2018 09.30,1066.77,,,1066.77
05/09/2018 09.45,1038.06,,,1038.06
05/09/2018 10.00,1036.03,,,1036.03
05/09/2018 10.15,1037.58,,,1037.58
05/09/2018 10.30,1045.48,,,1045.48
05/09/2018 10.45,1041.8,,,1041.8
05/09/2018 11.00,1104.04,,,1104.04
05/09/2018 11.15,1098.4,,,1098.4
05/09/2018 11.30,1099.19,,,1099.19
05/09/2018 11.45,1064.11,,,1064.11
05/09/2018 12.00,1063.71,,,1063.71
05/09/2018 12.15,1074.22,,,1074.22
05/09/2018 12.30,1027.13,,,1027.13
05/09/2018 12.45,1018.32,,,1018.32
05/09/2018 13.00,1030.22,,,1030.22
05/09/2018 13.15,1091.51,,,1091.51
05/09/2018 13.30,1099.45,,,1099.45
05/09/2018 13.45,1125.75,,,1125.75
05/09/2018 14.00,1121.56,,,1121.56
05/09/2018 14.15,1107.85,,,1107.85
05/09/2018 14.30,1129.93,,,1129.93
05/09/2018 14.45,1091.04,,,1091.04
05/09/2018 15.00,1112.9,,,1112.9
05/09/2018 15.15,1056.19,,,1056.19
05/09/2018 15.30,1063.04,,,1063.04
05/09/2018 15.45,1063.96,,,1063.96
05/09/2018 16.00,1049,,,1049
05/09/2018 16.15,1028.63,,,1028.63
05/09/2018 16.30,998.44,,,998.44
05/09/2018 16.45,966.42,,,966.42
05/09/2018 17.00,919.62,,,919.62
05/09/2018 17.15,906.86,,,906.86
05/09/2018 17.30,881.85,,,881.85
05/09/2018 17.45,850.62,,,850.62
05/09/2018 18.00,835.06,,,835.06
05/09/2018 18.15,813.71,,,813.71
05/09/2018 18.30,777.08,,,777.08
05/09/2018 18.45,752.79,,,752.79
05/09/2018 19.00,726.78,,,726.78
05/09/2018 19.15,714.84,,,714.84
05/09/2018 19.30,690.25,,,690.25
05/09/2018 19.45,672.09,,,672.09
05/09/2018 20.00,650.67,,,650.67
05/09/2018 20.15,626.49,,,626.49
05/09/2018 20.30,601.17,,,601.17
05/09/2018 20.45,584.35,,,584.35
05/09/2018 21.00,568.58,,,568.58
05/09/2018 21.15,556.53,,,556.53
05/09/2018 21.30,549.21,,,549.21
05/09/2018 21.45,538.53,,,538.53
05/09/2018 22.00,537.8,,,537.8
05/09/2018 22.15,,534.8,,534.8
05/09/2018 22.30,,535.59,,535.59
05/09/2018 22.45,,538.01,,538.01
05/09/2018 23.00,,530,,530
05/09/2018 23.15,,523.64,,523.64
05/09/2018 23.30,,527.97,,527.97
05/09/2018 23.45,,526.19,,526.19
05/09/2018 24.00,,517.48,,517.48
06/09/2018 00.15,,519.18,,519.18
06/09/2018 00.30,,519.87,,519.87
06/09/2018 00.45,,512.14,,512.14
06/09/2018 01.00,,506.11,,506.11
06/09/2018 01.15,,496.73,,496.73
06/09/2018 01.30,,494.36,,494.36
06/09/2018 01.45,,497.29,,497.29
06/09/2018 02.00,,490.97,,490.97
06/09/2018 02.15,,491.57,,491.57
06/09/2018 02.30,,487.98,,487.98
06/09/2018 02.45,,486.82,,486.82
06/09/2018 03.00,,485.49,,485.49
06/09/2018 03.15,,483.53,,483.53
06/09/2018 03.30,,477.21,,477.21
06/09/2018 03.45,,472.74,,472.74
06/09/2018 04.00,,473.63,,473.63
06/09/2018 04.15,,473.66,,473.66
06/09/2018 04.30,,465.7,,465.7
06/09/2018 04.45,,468.34,,468.34
06/09/2018 05.00,,472.91,,472.91
06/09/2018 05.15,,478.74,,478.74
06/09/2018 05.30,,489.65,,489.65
06/09/2018 05.45,,490.39,,490.39
06/09/2018 06.00,,489.66,,489.66
06/09/2018 06.15,,503.02,,503.02
06/09/2018 06.30,,517.55,,517.55
06/09/2018 06.45,,565.75,,565.75
06/09/2018 07.00,,588.59,,588.59
06/09/2018 07.15,,605.9,,605.9
06/09/2018 07.30,,667.22,,667.22
06/09/2018 07.45,,729.99,,729.99
06/09/2018 08.00,,804.92,,804.92
06/09/2018 08.15,,872.54,,872.54
06/09/2018 08.30,,961.95,,961.95
06/09/2018 08.45,,1010.9,,1010.9
06/09/2018 09.00,,1027.92,,1027.92
06/09/2018 09.15,1034.08,,,1034.08
06/09/2018 09.30,1063,,,1063
06/09/2018 09.45,1070.5,,,1070.5
06/09/2018 10.00,1047.05,,,1047.05
06/09/2018 10.15,1055.46,,,1055.46
06/09/2018 10.30,1045.3,,,1045.3
06/09/2018 10.45,1043.5,,,1043.5
06/09/2018 11.00,1053.09,,,1053.09
06/09/2018 11.15,1069.69,,,1069.69
06/09/2018 11.30,1051.45,,,1051.45
06/09/2018 11.45,1036.63,,,1036.63
06/09/2018 12.00,1034.74,,,1034.74
06/09/2018 12.15,1042.88,,,1042.88
06/09/2018 12.30,1039.26,,,1039.26
06/09/2018 12.45,1092.12,,,1092.12
06/09/2018 13.00,1062.88,,,1062.88
06/09/2018 13.15,1107.32,,,1107.32
06/09/2018 13.30,1090.41,,,1090.41
06/09/2018 13.45,1124.7,,,1124.7
06/09/2018 14.00,1116.03,,,1116.03
06/09/2018 14.15,1125.96,,,1125.96
06/09/2018 14.30,1095.69,,,1095.69
06/09/2018 14.45,1102.07,,,1102.07
06/09/2018 15.00,1135.64,,,1135.64
06/09/2018 15.15,1162.22,,,1162.22
06/09/2018 15.30,1135.96,,,1135.96
06/09/2018 15.45,1113.57,,,1113.57
06/09/2018 16.00,1094.37,,,1094.37
06/09/2018 16.15,1062.01,,,1062.01
06/09/2018 16.30,1006.68,,,1006.68
06/09/2018 16.45,951.63,,,951.63
06/09/2018 17.00,918.05,,,918.05
06/09/2018 17.15,879.69,,,879.69
06/09/2018 17.30,874.93,,,874.93
06/09/2018 17.45,871.11,,,871.11
06/09/2018 18.00,855.41,,,855.41
06/09/2018 18.15,834.5,,,834.5
06/09/2018 18.30,825.58,,,825.58
06/09/2018 18.45,794.98,,,794.98
06/09/2018 19.00,783.8,,,783.8
06/09/2018 19.15,762.42,,,762.42
06/09/2018 19.30,736.97,,,736.97
06/09/2018 19.45,716.44,,,716.44
06/09/2018 20.00,692.7,,,692.7
06/09/2018 20.15,660.78,,,660.78
06/09/2018 20.30,636.22,,,636.22
06/09/2018 20.45,622.25,,,622.25
06/09/2018 21.00,606.12,,,606.12
06/09/2018 21.15,588.64,,,588.64
06/09/2018 21.30,574.45,,,574.45
06/09/2018 21.45,567.32,,,567.32
06/09/2018 22.00,567.66,,,567.66
06/09/2018 22.15,,567.43,,567.43
06/09/2018 22.30,,572.09,,572.09
06/09/2018 22.45,,562.72,,562.72
06/09/2018 23.00,,555.71,,555.71
06/09/2018 23.15,,551.26,,551.26
06/09/2018 23.30,,549.67,,549.67
06/09/2018 23.45,,545.17,,545.17
06/09/2018 24.00,,539.85,,539.85
07/09/2018 00.15,,539.34,,539.34
07/09/2018 00.30,,541.64,,541.64
07/09/2018 00.45,,539.01,,539.01
07/09/2018 01.00,,531.06,,531.06
07/09/2018 01.15,,529.22,,529.22
07/09/2018 01.30,,525.45,,525.45
07/09/2018 01.45,,529.14,,529.14
07/09/2018 02.00,,533.56,,533.56
07/09/2018 02.15,,528.69,,528.69
07/09/2018 02.30,,520.63,,520.63
07/09/2018 02.45,,517.98,,517.98
07/09/2018 03.00,,516.82,,516.82
07/09/2018 03.15,,514.29,,514.29
07/09/2018 03.30,,507.27,,507.27
07/09/2018 03.45,,506.1,,506.1
07/09/2018 04.00,,505.24,,505.24
07/09/2018 04.15,,504.21,,504.21
07/09/2018 04.30,,498.11,,498.11
07/09/2018 04.45,,498.16,,498.16
07/09/2018 05.00,,494.87,,494.87
07/09/2018 05.15,,503.5,,503.5
07/09/2018 05.30,,508.69,,508.69
07/09/2018 05.45,,515.6,,515.6
07/09/2018 06.00,,518.48,,518.48
07/09/2018 06.15,,531.98,,531.98
07/09/2018 06.30,,554.96,,554.96
07/09/2018 06.45,,599.88,,599.88
07/09/2018 07.00,,610.98,,610.98
07/09/2018 07.15,,636.07,,636.07
07/09/2018 07.30,,687.62,,687.62
07/09/2018 07.45,,756.42,,756.42
07/09/2018 08.00,,865.25,,865.25
07/09/2018 08.15,,985.13,,985.13
07/09/2018 08.30,,1044.66,,1044.66
07/09/2018 08.45,,1062.79,,1062.79
07/09/2018 09.00,,1076.51,,1076.51
07/09/2018 09.15,1091.66,,,1091.66
07/09/2018 09.30,1080.22,,,1080.22
07/09/2018 09.45,1086.64,,,1086.64
07/09/2018 10.00,1103.28,,,1103.28
07/09/2018 10.15,1101.48,,,1101.48
07/09/2018 10.30,1105.38,,,1105.38
07/09/2018 10.45,1100.01,,,1100.01
07/09/2018 11.00,1119.14,,,1119.14
07/09/2018 11.15,1113.03,,,1113.03
07/09/2018 11.30,1109.32,,,1109.32
07/09/2018 11.45,1128.64,,,1128.64
07/09/2018 12.00,1111.78,,,1111.78
07/09/2018 12.15,1105.36,,,1105.36
07/09/2018 12.30,1081.19,,,1081.19
07/09/2018 12.45,1099.93,,,1099.93
07/09/2018 13.00,1094.72,,,1094.72
07/09/2018 13.15,1135.12,,,1135.12
07/09/2018 13.30,1155.67,,,1155.67
07/09/2018 13.45,1153.65,,,1153.65
07/09/2018 14.00,1138.6,,,1138.6
07/09/2018 14.15,1138.64,,,1138.64
07/09/2018 14.30,1156.46,,,1156.46
07/09/2018 14.45,1153.02,,,1153.02
07/09/2018 15.00,1182.47,,,1182.47
07/09/2018 15.15,1158.76,,,1158.76
07/09/2018 15.30,1148.75,,,1148.75
07/09/2018 15.45,1138.73,,,1138.73
07/09/2018 16.00,1111.86,,,1111.86
07/09/2018 16.15,1083.9,,,1083.9
07/09/2018 16.30,1037.85,,,1037.85
07/09/2018 16.45,988.52,,,988.52
07/09/2018 17.00,940.6,,,940.6
07/09/2018 17.15,903.14,,,903.14
07/09/2018 17.30,892.67,,,892.67
07/09/2018 17.45,886.06,,,886.06
07/09/2018 18.00,880.81,,,880.81
07/09/2018 18.15,842.88,,,842.88
