,RATE A,RATE B,RATE C,Total
03/02/2018 15.00,,,476.42,476.42
03/02/2018 15.15,,,491.18,491.18
03/02/2018 15.30,,,501.11,501.11
03/02/2018 15.45,,,501.18,501.18
03/02/2018 16.00,,,505.02,505.02
03/02/2018 16.15,,,500.58,500.58
03/02/2018 16.30,,,478.02,478.02
03/02/2018 16.45,,,453.99,453.99
03/02/2018 17.00,,,449.29,449.29
03/02/2018 17.15,,,442.2,442.2
03/02/2018 17.30,,,434.63,434.63
03/02/2018 17.45,,,432.94,432.94
03/02/2018 18.00,,,436.39,436.39
03/02/2018 18.15,,,447.76,447.76
03/02/2018 18.30,,,447.63,447.63
03/02/2018 18.45,,,448.07,448.07
03/02/2018 19.00,,,448.86,448.86
03/02/2018 19.15,,,448.62,448.62
03/02/2018 19.30,,,445.52,445.52
03/02/2018 19.45,,,444.2,444.2
03/02/2018 20.00,,,438.81,438.81
03/02/2018 20.15,,,433.99,433.99
03/02/2018 20.30,,,433.2,433.2
03/02/2018 20.45,,,430.99,430.99
03/02/2018 21.00,,,394.6,394.6
03/02/2018 21.15,,,394.02,394.02
03/02/2018 21.30,,,392.2,392.2
03/02/2018 21.45,,,397.2,397.2
03/02/2018 22.00,,,419.6,419.6
03/02/2018 22.15,,,415.05,415.05
03/02/2018 22.30,,,406.67,406.67
03/02/2018 22.45,,,384.01,384.01
03/02/2018 23.00,,,378.43,378.43
03/02/2018 23.15,,,454.16,454.16
03/02/2018 23.30,,,428.99,428.99
03/02/2018 23.45,,,398.44,398.44
03/02/2018 24.00,,,408.01,408.01
04/02/2018 00.15,,,404.15,404.15
04/02/2018 00.30,,,397.56,397.56
04/02/2018 00.45,,,391.33,391.33
04/02/2018 01.00,,,398.38,398.38
04/02/2018 01.15,,,392.2,392.2
04/02/2018 01.30,,,387.25,387.25
04/02/2018 01.45,,,402.49,402.49
04/02/2018 02.00,,,388.09,388.09
04/02/2018 02.15,,,386.57,386.57
04/02/2018 02.30,,,389.18,389.18
04/02/2018 02.45,,,382.49,382.49
04/02/2018 03.00,,,375.85,375.85
04/02/2018 03.15,,,379.93,379.93
04/02/2018 03.30,,,379.22,379.22
04/02/2018 03.45,,,380.33,380.33
04/02/2018 04.00,,,381.35,381.35
04/02/2018 04.15,,,379.22,379.22
04/02/2018 04.30,,,377.67,377.67
04/02/2018 04.45,,,374.61,374.61
04/02/2018 05.00,,,380.83,380.83
04/02/2018 05.15,,,382.64,382.64
04/02/2018 05.30,,,381.06,381.06
04/02/2018 05.45,,,378.99,378.99
04/02/2018 06.00,,,386.1,386.1
04/02/2018 06.15,,,393.2,393.2
04/02/2018 06.30,,,387.78,387.78
04/02/2018 06.45,,,384.67,384.67
04/02/2018 07.00,,,386.94,386.94
04/02/2018 07.15,,,387.59,387.59
04/02/2018 07.30,,,389.35,389.35
04/02/2018 07.45,,,383.81,383.81
04/02/2018 08.00,,,385.39,385.39
04/02/2018 08.15,,,391.31,391.31
04/02/2018 08.30,,,405.6,405.6
04/02/2018 08.45,,,412.33,412.33
04/02/2018 09.00,,,408.23,408.23
