,RATE A,RATE B,RATE C,Total
06/07/2018 23.30,,506.95,,506.95
06/07/2018 23.45,,504.31,,504.31
06/07/2018 24.00,,507.05,,507.05
07/07/2018 00.15,,,504.73,504.73
07/07/2018 00.30,,,508.31,508.31
07/07/2018 00.45,,,504.11,504.11
07/07/2018 01.00,,,497.29,497.29
07/07/2018 01.15,,,494.16,494.16
07/07/2018 01.30,,,492.37,492.37
07/07/2018 01.45,,,480.11,480.11
07/07/2018 02.00,,,483.49,483.49
07/07/2018 02.15,,,482.97,482.97
07/07/2018 02.30,,,480.31,480.31
07/07/2018 02.45,,,487.84,487.84
07/07/2018 03.00,,,482.92,482.92
07/07/2018 03.15,,,480.16,480.16
07/07/2018 03.30,,,471.03,471.03
07/07/2018 03.45,,,468.89,468.89
07/07/2018 04.00,,,473.95,473.95
07/07/2018 04.15,,,471.44,471.44
07/07/2018 04.30,,,468.21,468.21
07/07/2018 04.45,,,465.2,465.2
07/07/2018 05.00,,,470.1,470.1
07/07/2018 05.15,,,476.03,476.03
07/07/2018 05.30,,,484.44,484.44
07/07/2018 05.45,,,488.13,488.13
07/07/2018 06.00,,,489.81,489.81
07/07/2018 06.15,,,477.63,477.63
07/07/2018 06.30,,,483.61,483.61
07/07/2018 06.45,,,488.07,488.07
07/07/2018 07.00,,,505.02,505.02
07/07/2018 07.15,,,511.76,511.76
07/07/2018 07.30,,,515.71,515.71
07/07/2018 07.45,,,514.37,514.37
07/07/2018 08.00,,,537.21,537.21
07/07/2018 08.15,,,569.43,569.43
07/07/2018 08.30,,,563.08,563.08
07/07/2018 08.45,,,588.16,588.16
07/07/2018 09.00,,,618.99,618.99
07/07/2018 09.15,,,636.25,636.25
07/07/2018 09.30,,,655.26,655.26
07/07/2018 09.45,,,657.94,657.94
07/07/2018 10.00,,,668.91,668.91
07/07/2018 10.15,,,641.83,641.83
07/07/2018 10.30,,,625.85,625.85
07/07/2018 10.45,,,612.11,612.11
07/07/2018 11.00,,,619.72,619.72
07/07/2018 11.15,,,641.83,641.83
07/07/2018 11.30,,,667.36,667.36
07/07/2018 11.45,,,671.94,671.94
07/07/2018 12.00,,,655.39,655.39
07/07/2018 12.15,,,628.44,628.44
07/07/2018 12.30,,,637.31,637.31
07/07/2018 12.45,,,668.97,668.97
07/07/2018 13.00,,,668.26,668.26
07/07/2018 13.15,,,621.94,621.94
07/07/2018 13.30,,,632.17,632.17
07/07/2018 13.45,,,687.44,687.44
07/07/2018 14.00,,,623.01,623.01
07/07/2018 14.15,,,658.57,658.57
07/07/2018 14.30,,,692.76,692.76
07/07/2018 14.45,,,649.96,649.96
07/07/2018 15.00,,,626.04,626.04
07/07/2018 15.15,,,597.43,597.43
07/07/2018 15.30,,,623.38,623.38
07/07/2018 15.45,,,630.25,630.25
07/07/2018 16.00,,,639.85,639.85
07/07/2018 16.15,,,642.77,642.77
07/07/2018 16.30,,,624.72,624.72
07/07/2018 16.45,,,606.77,606.77
07/07/2018 17.00,,,581.51,581.51
07/07/2018 17.15,,,563.75,563.75
07/07/2018 17.30,,,559.66,559.66
07/07/2018 17.45,,,548.72,548.72
07/07/2018 18.00,,,546.77,546.77
07/07/2018 18.15,,,546.06,546.06
