,RATE A,RATE B,RATE C,Total
03/01/2018 21.15,488.37,,,488.37
03/01/2018 21.30,486.82,,,486.82
03/01/2018 21.45,481.18,,,481.18
03/01/2018 22.00,481.2,,,481.2
03/01/2018 22.15,,476.84,,476.84
03/01/2018 22.30,,482.58,,482.58
03/01/2018 22.45,,483.23,,483.23
03/01/2018 23.00,,480.5,,480.5
03/01/2018 23.15,,478.26,,478.26
03/01/2018 23.30,,470.71,,470.71
03/01/2018 23.45,,464.42,,464.42
03/01/2018 24.00,,460.99,,460.99
04/01/2018 00.15,,459.74,,459.74
04/01/2018 00.30,,454.54,,454.54
04/01/2018 00.45,,453.29,,453.29
04/01/2018 01.00,,447.79,,447.79
04/01/2018 01.15,,444.92,,444.92
04/01/2018 01.30,,445.21,,445.21
04/01/2018 01.45,,436.75,,436.75
04/01/2018 02.00,,436.25,,436.25
04/01/2018 02.15,,436.49,,436.49
04/01/2018 02.30,,429.73,,429.73
04/01/2018 02.45,,432.88,,432.88
04/01/2018 03.00,,426.09,,426.09
04/01/2018 03.15,,426.41,,426.41
04/01/2018 03.30,,425.01,,425.01
04/01/2018 03.45,,422.33,,422.33
04/01/2018 04.00,,421.97,,421.97
04/01/2018 04.15,,415.99,,415.99
04/01/2018 04.30,,418.84,,418.84
04/01/2018 04.45,,420.05,,420.05
04/01/2018 05.00,,422.47,,422.47
04/01/2018 05.15,,431.07,,431.07
04/01/2018 05.30,,429.81,,429.81
04/01/2018 05.45,,439.55,,439.55
04/01/2018 06.00,,441.34,,441.34
04/01/2018 06.15,,455.95,,455.95
04/01/2018 06.30,,462.08,,462.08
04/01/2018 06.45,,474.44,,474.44
04/01/2018 07.00,,491,,491
04/01/2018 07.15,,519.26,,519.26
04/01/2018 07.30,,545.03,,545.03
04/01/2018 07.45,,609.06,,609.06
04/01/2018 08.00,,655.3,,655.3
04/01/2018 08.15,,693.6,,693.6
04/01/2018 08.30,,748.31,,748.31
04/01/2018 08.45,,785.66,,785.66
04/01/2018 09.00,,792.42,,792.42
04/01/2018 09.15,804.16,,,804.16
04/01/2018 09.30,815.59,,,815.59
04/01/2018 09.45,823.22,,,823.22
04/01/2018 10.00,811.96,,,811.96
04/01/2018 10.15,812.87,,,812.87
04/01/2018 10.30,819.8,,,819.8
04/01/2018 10.45,829.17,,,829.17
04/01/2018 11.00,818.38,,,818.38
04/01/2018 11.15,812.56,,,812.56
04/01/2018 11.30,828.66,,,828.66
04/01/2018 11.45,819.85,,,819.85
04/01/2018 12.00,832.61,,,832.61
04/01/2018 12.15,816.93,,,816.93
04/01/2018 12.30,758.03,,,758.03
04/01/2018 12.45,758.5,,,758.5
04/01/2018 13.00,803.9,,,803.9
04/01/2018 13.15,836.06,,,836.06
04/01/2018 13.30,938.05,,,938.05
04/01/2018 13.45,946.26,,,946.26
04/01/2018 14.00,917.8,,,917.8
04/01/2018 14.15,867.93,,,867.93
04/01/2018 14.30,867.83,,,867.83
04/01/2018 14.45,887.02,,,887.02
04/01/2018 15.00,901.99,,,901.99
04/01/2018 15.15,883.19,,,883.19
04/01/2018 15.30,872.51,,,872.51
04/01/2018 15.45,866.41,,,866.41
04/01/2018 16.00,852.43,,,852.43
04/01/2018 16.15,839.33,,,839.33
04/01/2018 16.30,815.82,,,815.82
04/01/2018 16.45,771.71,,,771.71
04/01/2018 17.00,736.02,,,736.02
04/01/2018 17.15,713.39,,,713.39
04/01/2018 17.30,699.49,,,699.49
04/01/2018 17.45,685.31,,,685.31
04/01/2018 18.00,681.83,,,681.83
04/01/2018 18.15,676.57,,,676.57
04/01/2018 18.30,667.7,,,667.7
04/01/2018 18.45,649.97,,,649.97
04/01/2018 19.00,615.17,,,615.17
04/01/2018 19.15,590.14,,,590.14
04/01/2018 19.30,590.04,,,590.04
04/01/2018 19.45,572.5,,,572.5
04/01/2018 20.00,555.24,,,555.24
04/01/2018 20.15,535.21,,,535.21
04/01/2018 20.30,520.05,,,520.05
04/01/2018 20.45,515.27,,,515.27
04/01/2018 21.00,513.16,,,513.16
04/01/2018 21.15,505.85,,,505.85
04/01/2018 21.30,501.61,,,501.61
04/01/2018 21.45,504.08,,,504.08
04/01/2018 22.00,500.44,,,500.44
04/01/2018 22.15,,500.34,,500.34
04/01/2018 22.30,,495.48,,495.48
04/01/2018 22.45,,493.39,,493.39
04/01/2018 23.00,,487.26,,487.26
04/01/2018 23.15,,483.44,,483.44
04/01/2018 23.30,,479.49,,479.49
04/01/2018 23.45,,480.08,,480.08
04/01/2018 24.00,,481.55,,481.55
05/01/2018 00.15,,478.61,,478.61
05/01/2018 00.30,,476.9,,476.9
05/01/2018 00.45,,464.53,,464.53
05/01/2018 01.00,,459.04,,459.04
05/01/2018 01.15,,453.87,,453.87
05/01/2018 01.30,,447.55,,447.55
05/01/2018 01.45,,459.57,,459.57
05/01/2018 02.00,,444.05,,444.05
05/01/2018 02.15,,445.33,,445.33
05/01/2018 02.30,,436.23,,436.23
05/01/2018 02.45,,439.18,,439.18
05/01/2018 03.00,,441.96,,441.96
05/01/2018 03.15,,441.39,,441.39
05/01/2018 03.30,,432.42,,432.42
05/01/2018 03.45,,432.52,,432.52
05/01/2018 04.00,,425.13,,425.13
05/01/2018 04.15,,423.1,,423.1
05/01/2018 04.30,,421.28,,421.28
05/01/2018 04.45,,426.46,,426.46
05/01/2018 05.00,,425.65,,425.65
05/01/2018 05.15,,431.38,,431.38
05/01/2018 05.30,,432.99,,432.99
05/01/2018 05.45,,443.08,,443.08
05/01/2018 06.00,,443.87,,443.87
05/01/2018 06.15,,458.97,,458.97
05/01/2018 06.30,,479.73,,479.73
05/01/2018 06.45,,500.29,,500.29
05/01/2018 07.00,,504.76,,504.76
05/01/2018 07.15,,530.34,,530.34
05/01/2018 07.30,,574.62,,574.62
05/01/2018 07.45,,626.62,,626.62
05/01/2018 08.00,,680.2,,680.2
05/01/2018 08.15,,732.03,,732.03
05/01/2018 08.30,,770.13,,770.13
05/01/2018 08.45,,815.37,,815.37
05/01/2018 09.00,,834.43,,834.43
05/01/2018 09.15,863.09,,,863.09
05/01/2018 09.30,872.9,,,872.9
05/01/2018 09.45,872.56,,,872.56
05/01/2018 10.00,874.43,,,874.43
05/01/2018 10.15,870.25,,,870.25
05/01/2018 10.30,875.57,,,875.57
05/01/2018 10.45,871.25,,,871.25
05/01/2018 11.00,868.03,,,868.03
05/01/2018 11.15,887.1,,,887.1
05/01/2018 11.30,883.78,,,883.78
05/01/2018 11.45,875.36,,,875.36
05/01/2018 12.00,867.32,,,867.32
05/01/2018 12.15,855.75,,,855.75
05/01/2018 12.30,849.32,,,849.32
05/01/2018 12.45,851.33,,,851.33
05/01/2018 13.00,877.69,,,877.69
05/01/2018 13.15,897.2,,,897.2
05/01/2018 13.30,874.77,,,874.77
05/01/2018 13.45,872.15,,,872.15
05/01/2018 14.00,873.94,,,873.94
05/01/2018 14.15,886.62,,,886.62
05/01/2018 14.30,912.97,,,912.97
05/01/2018 14.45,934.39,,,934.39
05/01/2018 15.00,935.57,,,935.57
05/01/2018 15.15,945.76,,,945.76
05/01/2018 15.30,963.62,,,963.62
05/01/2018 15.45,932.5,,,932.5
05/01/2018 16.00,914.15,,,914.15
05/01/2018 16.15,895.07,,,895.07
05/01/2018 16.30,858.72,,,858.72
05/01/2018 16.45,811.32,,,811.32
05/01/2018 17.00,769.06,,,769.06
05/01/2018 17.15,745.57,,,745.57
05/01/2018 17.30,735.87,,,735.87
05/01/2018 17.45,716.21,,,716.21
05/01/2018 18.00,700.16,,,700.16
05/01/2018 18.15,684.33,,,684.33
05/01/2018 18.30,668.72,,,668.72
05/01/2018 18.45,666.75,,,666.75
05/01/2018 19.00,653.86,,,653.86
05/01/2018 19.15,623.33,,,623.33
05/01/2018 19.30,599.32,,,599.32
05/01/2018 19.45,585.19,,,585.19
05/01/2018 20.00,567,,,567
05/01/2018 20.15,547.87,,,547.87
05/01/2018 20.30,541.05,,,541.05
05/01/2018 20.45,533.56,,,533.56
05/01/2018 21.00,530.64,,,530.64
05/01/2018 21.15,527.32,,,527.32
05/01/2018 21.30,516.56,,,516.56
05/01/2018 21.45,516.35,,,516.35
05/01/2018 22.00,511.05,,,511.05
05/01/2018 22.15,,509.53,,509.53
05/01/2018 22.30,,503.94,,503.94
05/01/2018 22.45,,495.36,,495.36
05/01/2018 23.00,,492.48,,492.48
05/01/2018 23.15,,490.97,,490.97
05/01/2018 23.30,,485.71,,485.71
05/01/2018 23.45,,480.03,,480.03
05/01/2018 24.00,,478.76,,478.76
06/01/2018 00.15,,,473.82,473.82
06/01/2018 00.30,,,469,469
06/01/2018 00.45,,,477.26,477.26
06/01/2018 01.00,,,470.92,470.92
06/01/2018 01.15,,,464.47,464.47
06/01/2018 01.30,,,462.42,462.42
06/01/2018 01.45,,,456.25,456.25
