,RATE A,RATE B,RATE C,Total
01/06/2018 00.15,,534.16,,534.16
01/06/2018 00.30,,535.35,,535.35
01/06/2018 00.45,,526.42,,526.42
01/06/2018 01.00,,521.18,,521.18
01/06/2018 01.15,,520.79,,520.79
01/06/2018 01.30,,515.27,,515.27
01/06/2018 01.45,,516,,516
01/06/2018 02.00,,513.43,,513.43
01/06/2018 02.15,,509.9,,509.9
01/06/2018 02.30,,504.77,,504.77
01/06/2018 02.45,,501.02,,501.02
01/06/2018 03.00,,498.15,,498.15
01/06/2018 03.15,,498.4,,498.4
01/06/2018 03.30,,496.63,,496.63
01/06/2018 03.45,,497.29,,497.29
01/06/2018 04.00,,496.57,,496.57
01/06/2018 04.15,,491.24,,491.24
01/06/2018 04.30,,490.26,,490.26
01/06/2018 04.45,,485.82,,485.82
01/06/2018 05.00,,492.71,,492.71
01/06/2018 05.15,,498.36,,498.36
01/06/2018 05.30,,502.82,,502.82
01/06/2018 05.45,,514.93,,514.93
01/06/2018 06.00,,519.32,,519.32
01/06/2018 06.15,,520.34,,520.34
01/06/2018 06.30,,538.79,,538.79
01/06/2018 06.45,,570.3,,570.3
01/06/2018 07.00,,620.98,,620.98
01/06/2018 07.15,,674.49,,674.49
01/06/2018 07.30,,725.13,,725.13
01/06/2018 07.45,,812.85,,812.85
01/06/2018 08.00,,896.41,,896.41
01/06/2018 08.15,,994.02,,994.02
01/06/2018 08.30,,1038.95,,1038.95
01/06/2018 08.45,,1100.57,,1100.57
01/06/2018 09.00,,1116.74,,1116.74
01/06/2018 09.15,1098.62,,,1098.62
01/06/2018 09.30,1101.74,,,1101.74
01/06/2018 09.45,1096.78,,,1096.78
01/06/2018 10.00,1110.35,,,1110.35
01/06/2018 10.15,1114.8,,,1114.8
01/06/2018 10.30,1107.35,,,1107.35
01/06/2018 10.45,1133.93,,,1133.93
01/06/2018 11.00,1146.75,,,1146.75
01/06/2018 11.15,1143.99,,,1143.99
01/06/2018 11.30,1136.22,,,1136.22
01/06/2018 11.45,1116.48,,,1116.48
01/06/2018 12.00,1082.75,,,1082.75
01/06/2018 12.15,1071.64,,,1071.64
01/06/2018 12.30,1065.35,,,1065.35
01/06/2018 12.45,1115.82,,,1115.82
01/06/2018 13.00,1105.57,,,1105.57
01/06/2018 13.15,1097.57,,,1097.57
01/06/2018 13.30,1121.32,,,1121.32
01/06/2018 13.45,1103.04,,,1103.04
01/06/2018 14.00,1138.33,,,1138.33
01/06/2018 14.15,1113.38,,,1113.38
01/06/2018 14.30,1110.98,,,1110.98
01/06/2018 14.45,1120.75,,,1120.75
01/06/2018 15.00,1103.46,,,1103.46
01/06/2018 15.15,1087.27,,,1087.27
01/06/2018 15.30,1079.95,,,1079.95
01/06/2018 15.45,1088.95,,,1088.95
01/06/2018 16.00,1084.24,,,1084.24
01/06/2018 16.15,1048.85,,,1048.85
01/06/2018 16.30,997.94,,,997.94
01/06/2018 16.45,937.78,,,937.78
01/06/2018 17.00,903.39,,,903.39
01/06/2018 17.15,861.75,,,861.75
01/06/2018 17.30,841.61,,,841.61
01/06/2018 17.45,806.01,,,806.01
01/06/2018 18.00,794.97,,,794.97
01/06/2018 18.15,767.35,,,767.35
01/06/2018 18.30,753.05,,,753.05
01/06/2018 18.45,743.26,,,743.26
01/06/2018 19.00,720.94,,,720.94
01/06/2018 19.15,702.92,,,702.92
01/06/2018 19.30,674.62,,,674.62
01/06/2018 19.45,644.72,,,644.72
01/06/2018 20.00,626.98,,,626.98
01/06/2018 20.15,597.82,,,597.82
01/06/2018 20.30,579.2,,,579.2
01/06/2018 20.45,568.27,,,568.27
01/06/2018 21.00,564.98,,,564.98
01/06/2018 21.15,553.75,,,553.75
01/06/2018 21.30,560.59,,,560.59
01/06/2018 21.45,556.72,,,556.72
01/06/2018 22.00,552.46,,,552.46
01/06/2018 22.15,,549.48,,549.48
01/06/2018 22.30,,554.03,,554.03
01/06/2018 22.45,,546.66,,546.66
01/06/2018 23.00,,535.3,,535.3
01/06/2018 23.15,,536.19,,536.19
01/06/2018 23.30,,540.58,,540.58
01/06/2018 23.45,,531.01,,531.01
01/06/2018 24.00,,530.24,,530.24
02/06/2018 00.15,,,520.61,520.61
02/06/2018 00.30,,,520.56,520.56
02/06/2018 00.45,,,518.19,518.19
02/06/2018 01.00,,,509.42,509.42
02/06/2018 01.15,,,508.5,508.5
02/06/2018 01.30,,,501.98,501.98
02/06/2018 01.45,,,499.68,499.68
02/06/2018 02.00,,,495.71,495.71
02/06/2018 02.15,,,497.98,497.98
02/06/2018 02.30,,,495.37,495.37
02/06/2018 02.45,,,493.45,493.45
02/06/2018 03.00,,,485.55,485.55
02/06/2018 03.15,,,482.61,482.61
02/06/2018 03.30,,,481.61,481.61
02/06/2018 03.45,,,476.1,476.1
02/06/2018 04.00,,,474.99,474.99
02/06/2018 04.15,,,479.4,479.4
02/06/2018 04.30,,,475.61,475.61
02/06/2018 04.45,,,472.73,472.73
02/06/2018 05.00,,,476.36,476.36
02/06/2018 05.15,,,472.29,472.29
02/06/2018 05.30,,,478.29,478.29
02/06/2018 05.45,,,482.84,482.84
02/06/2018 06.00,,,483.08,483.08
02/06/2018 06.15,,,475.63,475.63
02/06/2018 06.30,,,483.34,483.34
02/06/2018 06.45,,,486.19,486.19
02/06/2018 07.00,,,503.45,503.45
02/06/2018 07.15,,,522.61,522.61
02/06/2018 07.30,,,529.18,529.18
02/06/2018 07.45,,,555.35,555.35
02/06/2018 08.00,,,575.37,575.37
02/06/2018 08.15,,,583.62,583.62
02/06/2018 08.30,,,614.86,614.86
02/06/2018 08.45,,,605.67,605.67
02/06/2018 09.00,,,623.38,623.38
02/06/2018 09.15,,,637.83,637.83
02/06/2018 09.30,,,643.02,643.02
02/06/2018 09.45,,,641.77,641.77
02/06/2018 10.00,,,638.43,638.43
02/06/2018 10.15,,,642.09,642.09
02/06/2018 10.30,,,645.59,645.59
02/06/2018 10.45,,,651.3,651.3
02/06/2018 11.00,,,639.77,639.77
02/06/2018 11.15,,,641.67,641.67
02/06/2018 11.30,,,658.15,658.15
02/06/2018 11.45,,,650.6,650.6
02/06/2018 12.00,,,653.38,653.38
02/06/2018 12.15,,,648.01,648.01
02/06/2018 12.30,,,618.2,618.2
02/06/2018 12.45,,,644.62,644.62
02/06/2018 13.00,,,615.49,615.49
02/06/2018 13.15,,,629.72,629.72
02/06/2018 13.30,,,615.46,615.46
02/06/2018 13.45,,,622.61,622.61
02/06/2018 14.00,,,636.43,636.43
02/06/2018 14.15,,,635.57,635.57
02/06/2018 14.30,,,619.99,619.99
02/06/2018 14.45,,,616.2,616.2
02/06/2018 15.00,,,635.91,635.91
02/06/2018 15.15,,,645.41,645.41
02/06/2018 15.30,,,641.6,641.6
02/06/2018 15.45,,,646.57,646.57
02/06/2018 16.00,,,657.91,657.91
02/06/2018 16.15,,,635.98,635.98
02/06/2018 16.30,,,638.54,638.54
02/06/2018 16.45,,,630.98,630.98
02/06/2018 17.00,,,622.44,622.44
02/06/2018 17.15,,,608.96,608.96
02/06/2018 17.30,,,598.83,598.83
02/06/2018 17.45,,,579.9,579.9
02/06/2018 18.00,,,576.58,576.58
02/06/2018 18.15,,,565.45,565.45
02/06/2018 18.30,,,554.92,554.92
02/06/2018 18.45,,,550.58,550.58
02/06/2018 19.00,,,555.46,555.46
02/06/2018 19.15,,,543.97,543.97
02/06/2018 19.30,,,542.87,542.87
02/06/2018 19.45,,,545.05,545.05
02/06/2018 20.00,,,545.74,545.74
02/06/2018 20.15,,,538.43,538.43
02/06/2018 20.30,,,534.39,534.39
02/06/2018 20.45,,,535.08,535.08
02/06/2018 21.00,,,527.16,527.16
02/06/2018 21.15,,,522.14,522.14
02/06/2018 21.30,,,516.13,516.13
02/06/2018 21.45,,,518.32,518.32
02/06/2018 22.00,,,516.84,516.84
02/06/2018 22.15,,,513.95,513.95
02/06/2018 22.30,,,518.22,518.22
02/06/2018 22.45,,,520.24,520.24
02/06/2018 23.00,,,519.4,519.4
02/06/2018 23.15,,,519.64,519.64
02/06/2018 23.30,,,514.23,514.23
02/06/2018 23.45,,,512.58,512.58
02/06/2018 24.00,,,519.61,519.61
03/06/2018 00.15,,,509.9,509.9
03/06/2018 00.30,,,511.95,511.95
03/06/2018 00.45,,,501,501
03/06/2018 01.00,,,504.73,504.73
03/06/2018 01.15,,,505.39,505.39
03/06/2018 01.30,,,497.08,497.08
03/06/2018 01.45,,,488.82,488.82
03/06/2018 02.00,,,489.28,489.28
03/06/2018 02.15,,,495.32,495.32
03/06/2018 02.30,,,489.84,489.84
03/06/2018 02.45,,,487.05,487.05
03/06/2018 03.00,,,478.73,478.73
03/06/2018 03.15,,,476.73,476.73
03/06/2018 03.30,,,479.55,479.55
03/06/2018 03.45,,,475.84,475.84
03/06/2018 04.00,,,476.7,476.7
03/06/2018 04.15,,,474.47,474.47
03/06/2018 04.30,,,470.71,470.71
03/06/2018 04.45,,,471.79,471.79
03/06/2018 05.00,,,468.47,468.47
03/06/2018 05.15,,,470.44,470.44
03/06/2018 05.30,,,468.15,468.15
